,steam-LBS,startDay,endDay,RH-%,T-C,Tdew-C,pressure-mbar,solarRadiation-W/m2,windDirection,windSpeed-m/s,humidityRatio-kg/kg,coolingDegrees,heatingDegrees,dehumidification,occupancy
2014-06-01,21.875,2014-06-01,2014-06-02,49.6670138889,17.3459027778,5.97663194444,1024.04131944,328.822916667,162.4375,1.32222222222,0.00574755700737,5.7571875,1.28947916667,0.0,0.5
2014-06-02,,2014-06-02,2014-06-03,44.5479166667,21.7320486111,8.41340277778,1018.17465278,331.277777778,193.020833333,1.40729166667,0.0068130377608,9.73204861111,0.169791666667,0.0,0.5
2014-06-03,18.75,2014-06-03,2014-06-04,57.6770833333,20.6477083333,11.8790277778,1012.81041667,328.690972222,118.440972222,1.39236111111,0.00864115790095,8.64770833333,0.0,0.000268875373043,0.5
2014-06-04,37.5,2014-06-04,2014-06-05,78.5534722222,15.6659375,11.7615972222,1009.15104167,115.291666667,78.8888888889,0.869791666667,0.00861761965266,3.6659375,0.200868055556,0.000304120013369,0.5
2014-06-05,,2014-06-05,2014-06-06,96.0368055556,15.3009027778,14.6902430556,1004.89722222,36.4270833333,136.732638889,0.455555555556,0.0104037037683,3.30090277778,0.0732291666667,0.00154370376834,0.5
2014-06-06,37.5,2014-06-06,2014-06-07,70.2427083333,18.6986805556,12.5312152778,1006.47048611,248.513888889,261.545138889,2.39166666667,0.00903757697204,6.69868055556,0.283090277778,0.000367933638159,0.5
2014-06-07,18.75,2014-06-07,2014-06-08,55.0666666667,22.5249652778,12.2353819444,1010.66597222,307.805555556,267.395833333,1.76770833333,0.00881794790892,10.5249652778,0.000625,0.000149007699024,0.5
2014-06-08,43.75,2014-06-08,2014-06-09,49.0802083333,24.7722916667,12.7734375,1010.91805556,269.916666667,176.170138889,0.875,0.00914193889267,12.7722916667,0.0,0.000385501282576,0.5
2014-06-09,18.75,2014-06-09,2014-06-10,57.1885416667,22.279375,13.2540972222,1012.32013889,173.15625,198.027777778,1.32951388889,0.00942830151124,10.279375,0.0,0.000595992119643,0.5
2014-06-10,0.0,2014-06-10,2014-06-11,78.9621527778,20.5347569444,16.6566319444,1013.70208333,165.895833333,146.965277778,1.40381944444,0.0117934738912,8.53475694444,0.0,0.00293347389122,0.5
2014-06-11,37.5,2014-06-11,2014-06-12,72.5645833333,17.0033333333,11.8995833333,1019.67604167,288.0625,63.2430555556,2.00590277778,0.00854424910264,5.00333333333,0.0285069444444,1.24588932579e-05,0.5
2014-06-12,21.875,2014-06-12,2014-06-13,78.3423611111,17.2296527778,13.4343402778,1018.54826389,152.430555556,75.2743055556,2.08784722222,0.0094793108559,5.22965277778,0.0,0.000729168905951,0.5
2014-06-13,40.625,2014-06-13,2014-06-14,94.8107638889,16.429375,15.5886111111,1011.29236111,48.6423611111,126.90625,1.37395833333,0.0109794602859,4.429375,0.0,0.00211946028591,0.5
2014-06-14,18.75,2014-06-14,2014-06-15,83.7628472222,18.7083680556,15.5976041667,1008.83368056,146.079861111,219.048611111,1.33645833333,0.011053823426,6.70836805556,0.0,0.00223518357455,0.5
2014-06-15,0.0,2014-06-15,2014-06-16,57.3628472222,20.4336805556,11.1921180556,1013.17569444,330.423611111,289.111111111,3.403125,0.00822207854767,8.43368055556,0.0760069444444,4.05232205241e-05,0.5
2014-06-16,,2014-06-16,2014-06-17,48.6635416667,21.1932291667,9.58027777778,1017.01666667,338.045138889,187.819444444,1.73715277778,0.00735640343406,9.19322916667,0.0,0.0,0.5
2014-06-17,30.2604166642,2014-06-17,2014-06-18,66.1802083333,23.7399305556,16.8720486111,1013.59930556,277.961805556,189.409722222,1.60277777778,0.0121014944193,11.7399305556,0.0,0.00333306388726,0.5
2014-06-18,32.2395833358,2014-06-18,2014-06-19,61.3298611111,25.6536805556,17.125625,1007.51111111,301.513888889,247.152777778,3.39479166667,0.0122124906452,13.6536805556,0.0,0.00335249064515,0.5
2014-06-19,18.75,2014-06-19,2014-06-20,50.0513888889,23.8792361111,11.7233333333,1011.65590278,260.329861111,289.173611111,2.54965277778,0.0089096669161,11.8792361111,0.0,0.00123274036105,0.5
2014-06-20,18.75,2014-06-20,2014-06-21,40.9923611111,19.7854513889,5.59256944444,1011.75729167,345.517361111,290.197916667,2.75868055556,0.00564410845628,7.78545138889,0.0,0.0,0.5
2014-06-21,21.875,2014-06-21,2014-06-22,46.4138888889,18.9949305556,6.89222222222,1011.83645833,302.680555556,271.048611111,1.54826388889,0.00614565446253,6.99493055556,0.263506944444,0.0,0.5
2014-06-22,21.875,2014-06-22,2014-06-23,48.1166666667,19.6903125,8.17253472222,1013.37638889,290.086805556,192.21875,1.20208333333,0.0066979347665,7.6903125,0.0613888888889,0.0,0.5
2014-06-23,18.75,2014-06-23,2014-06-24,51.9746527778,21.3069791667,10.5238194444,1018.12291667,332.076388889,133.197916667,1.23715277778,0.00783821304907,9.30697916667,0.00638888888889,4.50590924667e-05,0.5
2014-06-24,18.75,2014-06-24,2014-06-25,55.9322916667,22.3889930556,12.83,1017.67083333,283.322916667,184.538194444,2.01145833333,0.00913473144972,10.3889930556,0.0,0.000504110968541,0.5
2014-06-25,18.75,2014-06-25,2014-06-26,64.0416666667,25.0411458333,17.5803472222,1011.63263889,301.114583333,189.013888889,2.38159722222,0.0126096896096,13.0411458333,0.0,0.00374968960964,0.5
2014-06-26,,2014-06-26,2014-06-27,83.4388888889,21.3766319444,18.4436111111,1009.76319444,146.590277778,137.236111111,1.52604166667,0.0133514559049,9.37663194444,0.0,0.00449145590492,0.5
2014-06-27,,2014-06-27,2014-06-28,51.090625,20.6992708333,8.61503472222,1018.14201389,343.496527778,149.152777778,1.14375,0.00711770033826,8.69927083333,0.0,0.000233459177698,0.5
2014-06-28,,2014-06-28,2014-06-29,43.0847222222,23.4154513889,9.055625,1022.42951389,338.527777778,157.885416667,0.819791666667,0.0071913181689,11.4154513889,0.0,0.000130930547894,0.5
2014-06-29,18.75,2014-06-29,2014-06-30,50.79375,24.4193402778,12.34375,1020.371875,328.145833333,192.916666667,1.04791666667,0.00884472465324,12.4193402778,0.0,0.000370553813305,0.5
2014-07-02,21.875,2014-07-02,2014-07-03,68.9152777778,27.6603125,21.2482638889,1009.91736111,266.958333333,184.829861111,2.34270833333,0.0157289235833,15.6603125,0.0,0.00686892358334,0.5
2014-07-03,,2014-07-03,2014-07-04,70.4361111111,27.9990277778,21.7722916667,1011.81076389,243.166666667,188.388888889,1.296875,0.0161938984803,15.9990277778,0.0,0.00733389848028,0.5
2014-07-04,,2014-07-04,2014-07-05,90.3996527778,20.7403472222,19.1051736111,1011.96388889,55.0625,233.440972222,0.823958333333,0.0137248014336,8.74034722222,0.0,0.00486480143363,0.5
2014-07-05,18.75,2014-07-05,2014-07-06,57.7979166667,21.05375,10.9240972222,1011.26770833,321.128472222,268.413194444,4.08958333333,0.00823948831234,9.05375,0.0288194444444,0.000452455879647,0.5
2014-07-06,18.75,2014-07-06,2014-07-07,44.6017361111,24.3847916667,11.1636111111,1012.06423611,330.604166667,222.590277778,2.51631944444,0.00825092519439,12.3847916667,0.0,0.000243747135128,0.5
2014-07-07,0.0,2014-07-07,2014-07-08,65.9590277778,25.1109375,18.0466319444,1006.95659722,248.402777778,195.84375,2.32777777778,0.0129281642227,13.1109375,0.0,0.00406816422268,0.5
2014-07-08,18.75,2014-07-08,2014-07-09,65.8298611111,27.0245486111,19.7075,1005.40138889,264.329861111,191.559027778,2.13680555556,0.0143213540188,15.0245486111,0.0,0.0054613540188,0.5
2014-07-09,21.875,2014-07-09,2014-07-10,60.3951388889,26.9828819444,18.1630208333,1007.78159722,304.791666667,198.680555556,2.44131944444,0.0130189876615,14.9828819444,0.0,0.00415898766149,0.5
2014-07-10,21.875,2014-07-10,2014-07-11,54.1868055556,24.3829166667,14.1467013889,1016.10520833,269.173611111,262.027777778,1.76597222222,0.009987975728,12.3829166667,0.0,0.00116723370179,0.5
2014-07-11,18.75,2014-07-11,2014-07-12,54.0322916667,22.4807986111,12.2995486111,1020.72986111,309.256944444,118.774305556,1.37534722222,0.00882218146549,10.4807986111,0.0,0.000487594129223,0.5
2014-07-12,0.0,2014-07-12,2014-07-13,57.4451388889,24.4698958333,14.7934722222,1020.07847222,318.0,189.4375,1.18611111111,0.0103826976964,12.4698958333,0.0,0.00158705482264,0.5
2014-07-13,,2014-07-13,2014-07-14,59.8864583333,25.0216666667,16.2189930556,1014.49756944,293.847222222,185.260416667,2.64583333333,0.011429870904,13.0216666667,0.0,0.00256987090404,0.5
2014-07-14,0.0,2014-07-14,2014-07-15,79.0319444444,25.2989930556,21.2055208333,1010.19305556,153.979166667,193.451388889,1.58472222222,0.0156517631757,13.2989930556,0.0,0.00679176317572,0.5
2014-07-15,18.75,2014-07-15,2014-07-16,83.8677083333,25.8529513889,22.8060416667,1007.34027778,196.388888889,173.385416667,1.609375,0.0173068826174,13.8529513889,0.0,0.00844688261744,0.5
2014-07-16,21.875,2014-07-16,2014-07-17,90.1868055556,23.5122916667,21.8298611111,1007.07395833,67.46875,189.201388889,0.943055555556,0.0163045761244,11.5122916667,0.0,0.0074445761244,0.5
2014-07-17,21.875,2014-07-17,2014-07-18,62.1128472222,23.1914930556,15.0134375,1012.23680556,258.364583333,260.475694444,1.64097222222,0.0105913374415,11.1914930556,0.0,0.00173133744147,0.5
2014-07-18,18.75,2014-07-18,2014-07-19,57.0770833333,22.9328819444,13.4130208333,1019.84652778,285.149305556,211.427083333,1.15451388889,0.00946025229064,10.9328819444,0.0,0.000698421298913,0.5
2014-07-19,,2014-07-19,2014-07-20,70.9291666667,21.6113541667,15.9675694444,1022.371875,176.315972222,133.621527778,0.970138888889,0.0111137157902,9.61135416667,0.0,0.00225371579017,0.5
2014-07-20,,2014-07-20,2014-07-21,66.2767361111,20.845625,14.1213194444,1020.43680556,209.798611111,64.6006944444,1.45173611111,0.00989195808204,8.845625,0.0,0.00104625226963,0.5
2014-07-21,0.0,2014-07-21,2014-07-22,72.1527777778,21.1291319444,15.5584027778,1020.08229167,294.861111111,153.545138889,1.24097222222,0.0108503693672,9.12913194444,0.0,0.00199036936723,0.5
2014-07-22,18.75,2014-07-22,2014-07-23,64.7756944444,26.0548263889,18.3414583333,1016.82291667,269.680555556,195.864583333,1.34965277778,0.0130202977345,14.0548263889,0.0,0.00416029773446,0.5
2014-07-23,,2014-07-23,2014-07-24,67.1065972222,27.2790625,20.4084722222,1009.18611111,290.246527778,197.461805556,2.37465277778,0.0149324646623,15.2790625,0.0,0.00607246466225,0.5
2014-07-24,,2014-07-24,2014-07-25,76.0597222222,22.5866666667,18.1185763889,1008.02638889,151.545138889,167.756944444,1.65347222222,0.0129703501246,10.5866666667,0.0,0.00411035012458,0.5
2014-07-25,21.875,2014-07-25,2014-07-26,55.75,22.7820833333,12.981875,1012.31423611,297.65625,265.805555556,1.76145833333,0.00927462457584,10.7820833333,0.0,0.000574836508766,0.5
2014-07-26,18.75,2014-07-26,2014-07-27,60.9409722222,23.6219444444,15.0367013889,1011.87604167,260.315972222,200.204861111,1.94201388889,0.0105972592024,11.6219444444,0.0,0.00173855420222,0.5
2014-07-27,18.75,2014-07-27,2014-07-28,85.0756944444,22.5084375,19.8529513889,1006.61111111,107.184027778,176.451388889,1.40208333333,0.0144765442037,10.5084375,0.0,0.00561654420367,0.5
2014-07-28,,2014-07-28,2014-07-29,78.5163194444,24.3782638889,20.1169791667,999.138888889,205.902777778,168.923611111,1.56875,0.0148291142784,12.3782638889,0.0,0.00596911427838,0.5
2014-07-29,18.75,2014-07-29,2014-07-30,63.6829861111,21.6147569444,14.1189930556,1006.78472222,259.260416667,249.770833333,2.40173611111,0.0100336556575,9.61475694444,0.0,0.00117365565755,0.5
2014-07-30,0.0,2014-07-30,2014-07-31,57.1381944444,21.9946527778,12.3909375,1013.80243056,281.100694444,228.388888889,1.14722222222,0.0089151221181,9.99465277778,0.0,0.000428981033493,0.5
2014-07-31,21.875,2014-07-31,2014-08-01,60.6315972222,22.9068055556,14.4498958333,1017.20208333,264.208333333,190.642361111,1.53472222222,0.0101399227847,10.9068055556,0.0,0.00127992278471,0.5
2014-08-01,0.0,2014-08-01,2014-08-02,70.1027777778,24.0213888889,17.9859722222,1020.80416667,220.881944444,185.350694444,1.41597222222,0.012671123295,12.0213888889,0.0,0.00381112329498,0.5
2014-08-02,21.875,2014-08-02,2014-08-03,79.8204861111,20.2904861111,16.661875,1020.78333333,100.138888889,120.944444444,0.998263888889,0.0116982453223,8.29048611111,0.0,0.00283824532228,0.5
2014-08-03,,2014-08-03,2014-08-04,80.6916666667,19.5964236111,16.1026736111,1017.83576389,184.715277778,126.604166667,0.883680555556,0.0112576909188,7.59642361111,0.0,0.00239769091881,0.5
2014-08-04,18.75,2014-08-04,2014-08-05,71.9131944444,24.1960069444,18.2043055556,1014.87222222,259.454861111,208.996527778,1.03888888889,0.0129237162034,12.1960069444,0.0,0.00406371620342,0.5
2014-08-05,0.0,2014-08-05,2014-08-06,66.815625,26.0183333333,18.7889583333,1012.996875,243.444444444,198.829861111,1.16979166667,0.0134431192642,14.0183333333,0.0,0.00458311926418,0.5
2014-08-06,18.75,2014-08-06,2014-08-07,60.8746527778,24.0836805556,15.6185416667,1008.29027778,203.420138889,289.28125,2.12395833333,0.0111288401804,12.0836805556,0.0,0.00233384211196,0.5
2014-08-07,,2014-08-07,2014-08-08,60.6975694444,20.8122569444,12.8123958333,1010.20868056,211.46875,262.03125,2.09340277778,0.0091781729273,8.81225694444,0.0,0.000397050601986,0.5
2014-08-08,0.0,2014-08-08,2014-08-09,57.5690972222,22.0050694444,12.5845486111,1013.46319444,281.350694444,277.513888889,2.21493055556,0.00900091016102,10.0050694444,0.0,0.000281005180399,0.5
2014-08-09,,2014-08-09,2014-08-10,56.5350694444,23.3422569444,13.8495833333,1015.96423611,276.15625,179.274305556,1.46909722222,0.00976280240763,11.3422569444,0.0,0.00091678377207,0.5
2014-08-10,21.875,2014-08-10,2014-08-11,53.7420138889,23.9640625,13.42625,1017.76111111,256.291666667,190.708333333,1.24861111111,0.00948995475124,11.9640625,0.0,0.000682277586256,0.5
2014-08-11,0.0,2014-08-11,2014-08-12,58.2944444444,24.3937847222,15.20125,1018.43993056,252.982638889,179.423611111,1.29305555556,0.0106391208528,12.3937847222,0.0,0.00177912085281,0.5
2014-08-12,,2014-08-12,2014-08-13,63.4409722222,23.7962847222,15.8723263889,1017.24930556,223.076388889,148.09375,1.10625,0.0111372902481,11.7962847222,0.0,0.0022772902481,0.5
2014-08-13,21.875,2014-08-13,2014-08-14,91.9802083333,19.5613888889,18.2115972222,1007.86111111,32.4548611111,116.302083333,2.44548611111,0.013010673626,7.56138888889,0.0,0.00415067362597,0.5
2014-08-14,0.0,2014-08-14,2014-08-15,66.8041666667,19.6897569444,12.6567708333,1006.52951389,272.791666667,250.215277778,2.74791666667,0.00919319967282,7.68975694444,0.0,0.0007975625864,0.5
2014-08-15,0.0,2014-08-15,2014-08-16,66.0871527778,18.5473611111,11.8375694444,1010.12847222,201.888888889,254.767361111,1.88090277778,0.00859733306677,6.54736111111,0.0,0.000123791338412,0.5
2014-08-16,18.75,2014-08-16,2014-08-17,58.3527777778,20.7503125,11.8408333333,1012.07395833,239.402777778,206.465277778,1.72569444444,0.00857646502938,8.7503125,0.0,5.23870613937e-05,0.5
2014-08-17,0.0,2014-08-17,2014-08-18,64.4506944444,21.8767013889,14.6264583333,1008.05625,195.597222222,239.621527778,2.01805555556,0.0103634019729,9.87670138889,0.0,0.00151581596873,0.5
2014-08-18,0.0,2014-08-18,2014-08-19,57.9472222222,20.1847569444,11.111875,1008.14375,256.305555556,279.701388889,2.42395833333,0.00823195700911,8.18475694444,0.0,8.2167067942e-05,0.5
2014-08-19,18.75,2014-08-19,2014-08-20,60.1270833333,19.6640277778,11.3626736111,1011.23125,279.944444444,207.708333333,1.128125,0.00832278753854,7.66402777778,0.150069444444,3.29036538999e-05,0.5
2014-08-20,0.0,2014-08-20,2014-08-21,65.7878472222,20.6225,13.6215625,1014.58541667,277.322916667,130.725694444,1.1375,0.00962998884263,8.6225,0.0,0.000806102592364,0.5
2014-08-21,18.75,2014-08-21,2014-08-22,79.834375,19.8344791667,16.0739583333,1016.85729167,196.756944444,143.635416667,1.27534722222,0.0112673984998,7.83447916667,0.0,0.00240739849982,0.5
2014-08-22,,2014-08-22,2014-08-23,82.5065972222,19.5292013889,16.3826736111,1017.31458333,139.704861111,106.878472222,1.696875,0.0114712655608,7.52920138889,0.0,0.00261126556078,0.5
2014-08-23,21.875,2014-08-23,2014-08-24,72.7315972222,19.2516319444,14.0078819444,1018.22222222,187.708333333,136.059027778,1.54097222222,0.00986551929054,7.25163194444,0.0,0.00113081990727,0.5
2014-08-24,0.0,2014-08-24,2014-08-25,60.0829861111,21.78375,13.1295138889,1018.47569444,267.538194444,182.895833333,0.778819444444,0.00927569068323,9.78375,0.0,0.000417665743161,0.5
2014-08-25,0.0,2014-08-25,2014-08-26,61.5340277778,24.0465625,15.6992361111,1018.34027778,257.899305556,175.458333333,1.19270833333,0.0109701183858,12.0465625,0.0,0.0021101183858,0.5
2014-08-26,21.875,2014-08-26,2014-08-27,64.8065972222,25.0069444444,17.2076388889,1017.69305556,242.302083333,182.381944444,1.17986111111,0.0120903910142,13.0069444444,0.0,0.00323039101423,0.5
2014-08-27,0.0,2014-08-27,2014-08-28,66.8770833333,25.5066319444,18.5244097222,1011.69270833,231.930555556,203.027777778,1.90069444444,0.0133084336441,13.5066319444,0.0,0.00444843364414,0.5
2014-08-28,0.0,2014-08-28,2014-08-29,59.6888888889,22.6754861111,13.7402430556,1008.97638889,216.597222222,291.805555556,3.02430555556,0.0100681843383,10.6754861111,0.0,0.00177537653856,0.5
2014-08-29,0.0,2014-08-29,2014-08-30,65.1659722222,18.5092361111,11.7479166667,1019.56006944,245.451388889,170.472222222,2.01215277778,0.00847909339229,6.50923611111,0.00670138888889,0.000125820101099,0.5
2014-08-30,0.0,2014-08-30,2014-08-31,67.7135416667,20.3577430556,13.7122916667,1022.09826389,252.836805556,178.0,1.37222222222,0.0096265124732,8.35774305556,0.00708333333333,0.000790302521472,0.5
2014-09-02,0.0,2014-09-02,2014-09-03,77.4222222222,26.6948611111,22.1124652778,1008.91527778,188.663194444,201.225694444,1.26388888889,0.0165816244595,14.6948611111,0.0,0.00772162445951,0.9625
2014-09-03,18.75,2014-09-03,2014-09-04,64.2416666667,24.5087152778,16.805,1011.13645833,230.809027778,255.131944444,2.46284722222,0.0120502641761,12.5087152778,0.0,0.00319026417609,1.0
2014-09-04,0.0,2014-09-04,2014-09-05,56.9125,24.3450694444,14.6064930556,1018.57430556,241.885416667,230.524305556,1.47361111111,0.0102303634713,12.3450694444,0.0,0.0013875695166,1.0
2014-09-05,,2014-09-05,2014-09-06,66.9430555556,25.8250347222,18.9153125,1017.03923611,230.09375,195.541666667,2.00173611111,0.0135340519797,13.8250347222,0.0,0.0046740519797,1.0
2014-09-06,18.75,2014-09-06,2014-09-07,76.6222222222,26.3453819444,21.6378125,1009.81736111,198.21875,216.777777778,2.74131944444,0.0161160457614,14.3453819444,0.0,0.00725604576137,0.5
2014-09-07,0.0,2014-09-07,2014-09-08,68.8357638889,20.4813888889,14.1282291667,1016.08819444,244.5625,229.180555556,1.65972222222,0.0100215932957,8.48138888889,0.0,0.00135016260931,0.5
2014-09-08,21.875,2014-09-08,2014-09-09,65.3267361111,18.6269791667,11.7809027778,1025.69375,228.565972222,131.861111111,2.04236111111,0.00843875676843,6.62697916667,0.00958333333333,9.94735165239e-05,1.0
2014-09-09,0.0,2014-09-09,2014-09-10,68.0920138889,18.4462152778,12.246875,1024.40277778,188.850694444,86.0173611111,2.271875,0.00874687608468,6.44621527778,0.0,0.000393009836844,1.0
2014-09-10,21.875,2014-09-10,2014-09-11,84.7614583333,17.9791666667,15.2534722222,1018.50520833,139.402777778,159.916666667,1.31180555556,0.0106490394888,5.97916666667,0.0,0.00178903948877,1.0
2014-09-11,0.0,2014-09-11,2014-09-12,78.6256944444,21.6240625,17.6482638889,1010.59236111,104.555555556,181.291666667,1.78854166667,0.0125589027989,9.6240625,0.0,0.00369890279888,1.0
2014-09-12,18.75,2014-09-12,2014-09-13,65.384375,17.6338541667,10.8580555556,1016.76527778,237.715277778,231.496527778,2.07881944444,0.00804144984258,5.63385416667,0.0739236111111,0.000145153887006,1.0
2014-09-13,,2014-09-13,2014-09-14,79.2829861111,14.9110763889,11.2541666667,1021.28090278,105.354166667,168.916666667,1.83402777778,0.00825068168654,3.08555555556,1.14107638889,0.000263040071199,0.5
2014-09-14,0.0,2014-09-14,2014-09-15,70.0208333333,14.4927083333,8.64548611111,1020.58611111,237.760416667,261.3125,2.16006944444,0.00692958256998,2.58461805556,1.3046875,6.99792317492e-05,0.5
2014-09-15,0.0,2014-09-15,2014-09-16,65.9784722222,13.7356597222,7.13618055556,1020.49756944,196.822916667,248.458333333,1.41041666667,0.00619965240274,2.67256944444,2.24260416667,0.0,1.0
2014-09-16,0.0,2014-09-16,2014-09-17,75.559375,15.5828472222,11.2643055556,1014.80798611,83.6597222222,203.784722222,0.571180555556,0.00826662471687,3.58284722222,0.6075,0.00012048084234,1.0
2014-09-17,,2014-09-17,2014-09-18,65.3239583333,16.7836458333,9.48604166667,1013.63576389,221.347222222,228.538194444,0.949652777778,0.0073447331795,4.83434027778,0.858125,1.00342890772e-06,1.0
2014-09-18,5176.19791667,2014-09-18,2014-09-19,61.3003472222,16.8472916667,8.79152777778,1013.81944444,193.354166667,270.402777778,1.56215277778,0.00698489491418,5.04388888889,1.18774305556,0.0,1.0
2014-09-19,8808.02083333,2014-09-19,2014-09-20,54.3975694444,11.2169097222,2.17347222222,1026.23090278,212.75,178.295138889,1.60138888889,0.00435899343823,0.426458333333,3.78309027778,0.0,1.0
2014-09-20,,2014-09-20,2014-09-21,64.6458333333,15.5886805556,8.76795138889,1023.04513889,165.079861111,178.027777778,1.18055555556,0.00711993363704,4.77458333333,2.25309027778,4.4297620121e-05,0.5
2014-09-21,,2014-09-21,2014-09-22,79.8815972222,22.1250694444,18.3362152778,1008.09479167,126.420138889,155.361111111,0.805208333333,0.0132190698782,10.1250694444,0.0,0.00435906987818,0.5
2014-09-22,,2014-09-22,2014-09-23,64.6399305556,18.6053472222,11.2598611111,1006.09305556,195.486111111,246.628472222,3.48125,0.00878205335639,6.62541666667,0.355069444444,0.00134668791518,1.0
2014-09-23,,2014-09-23,2014-09-24,58.9611111111,14.9234722222,6.51954861111,1023.06145833,206.246527778,238.163194444,1.22847222222,0.00594705132652,3.7965625,2.02375,0.0,1.0
2014-09-24,,2014-09-24,2014-09-25,73.7930555556,15.4669444444,10.6930902778,1033.46597222,185.381944444,148.427083333,1.65833333333,0.00778198910878,3.52131944444,0.937951388889,0.0,1.0
2014-09-25,7925.88541666,2014-09-25,2014-09-26,78.4118055556,14.453125,10.6802083333,1028.48020833,68.4861111111,134.309027778,0.821875,0.00780935981413,2.57298611111,1.15399305556,0.0,1.0
2014-09-26,,2014-09-26,2014-09-27,70.8958333333,17.0836111111,11.4176388889,1020.92951389,193.732638889,192.256944444,1.028125,0.00827309940913,5.08496527778,0.867256944444,6.93176901099e-06,1.0
2014-09-27,4577.60416666,2014-09-27,2014-09-28,63.7204861111,21.3850347222,13.4138888889,1019.38645833,193.371527778,249.15625,0.782291666667,0.00945312178038,9.38503472222,0.119618055556,0.000618067770945,0.5
2014-09-28,,2014-09-28,2014-09-29,66.2989583333,23.1039236111,15.8074652778,1016.728125,190.927083333,221.756944444,0.885763888889,0.011070442119,11.1039236111,0.0,0.00221044211903,0.5
2014-09-29,4803.54166666,2014-09-29,2014-09-30,80.6572916667,18.8511805556,15.1978472222,1013.52638889,121.131944444,133.5,1.52395833333,0.0106781602471,6.85118055556,0.0846180555556,0.00181816024709,1.0
2014-09-30,10079.0559896,2014-09-30,2014-10-01,95.0017361111,13.6461458333,12.8757638889,1015.44305556,22.8368055556,100.222222222,0.944444444444,0.00914106806721,1.64614583333,1.35385416667,0.000281068067206,1.0
2014-10-01,,2014-10-01,2014-10-02,96.5378472222,13.9648263889,13.4392361111,1016.88368056,18.4409722222,64.4861111111,1.353125,0.00947182717299,1.96482638889,1.03517361111,0.000611827172988,1.0
2014-10-02,,2014-10-02,2014-10-03,93.7725694444,12.7280555556,11.7552777778,1019.57118056,37.0173611111,100.059027778,1.35868055556,0.00847892951571,0.914652777778,2.27194444444,0.00010267249021,1.0
2014-10-03,14984.4791667,2014-10-03,2014-10-04,90.5694444444,11.5853125,10.0775,1016.49166667,69.4131944444,190.576388889,1.04756944444,0.00759959475409,0.448055555556,3.4146875,0.0,1.0
2014-10-04,5637.87109375,2014-10-04,2014-10-05,97.4795138889,14.7637152778,14.3806597222,1004.659375,48.9756944444,156.100694444,0.878472222222,0.0102727617753,2.76371527778,1.07541666667,0.0014672979807,0.5
2014-10-05,12471.5559896,2014-10-05,2014-10-06,67.68125,13.1426388889,6.633125,1005.66145833,184.802083333,239.861111111,2.13541666667,0.00626803439716,1.72770833333,2.19211805556,0.00015485649044,0.5
2014-10-06,13586.71875,2014-10-06,2014-10-07,64.1826388889,13.2579166667,6.02010416667,1017.14826389,177.190972222,179.350694444,0.758333333333,0.00581547622872,2.93878472222,3.01263888889,0.0,1.0
2014-10-07,6384.21875,2014-10-07,2014-10-08,75.3673611111,18.5672569444,13.8174305556,1016.47361111,108.333333333,136.46875,1.06145833333,0.00975378697613,6.56725694444,0.304444444444,0.00097705928021,1.0
2014-10-08,7857.39583334,2014-10-08,2014-10-09,65.3534722222,19.6685069444,12.5008680556,1007.23298611,141.840277778,200.565972222,2.1375,0.00922777908229,7.66850694444,0.0,0.00122573266945,1.0
2014-10-09,,2014-10-09,2014-10-10,48.4555555556,14.5502083333,3.52284722222,1011.596875,169.340277778,228.322916667,2.32847222222,0.00487078774856,2.70552083333,1.31201388889,0.0,1.0
2014-10-10,12808.1770833,2014-10-10,2014-10-11,53.3434027778,13.2223263889,3.80017361111,1016.35208333,166.59375,252.833333333,2.12569444444,0.00492626262647,1.5503125,2.10861111111,0.0,1.0
2014-10-11,12516.5755208,2014-10-11,2014-10-12,83.1944444444,9.42340277778,6.64868055556,1018.04444444,32.5798611111,237.788194444,0.442013888889,0.00601314663919,0.0,5.57659722222,0.0,0.5
2014-10-12,13569.8307292,2014-10-12,2014-10-13,69.8604166667,10.8917013889,5.10736111111,1022.153125,167.784722222,225.729166667,1.046875,0.00537180750671,1.03173611111,4.27128472222,0.0,0.5
2014-10-13,14468.90625,2014-10-13,2014-10-14,74.7826388889,12.7398958333,8.25020833333,1025.07881944,75.53125,189.565972222,0.786111111111,0.00676311078018,2.43600694444,3.0190625,0.0,0.6
2014-10-14,6419.46875,2014-10-14,2014-10-15,78.0888888889,20.136875,16.0301736111,1021.29791667,118.388888889,182.190972222,1.62743055556,0.0112064561734,8.136875,0.0,0.00234645617344,0.983333333333
2014-10-15,5934.69791666,2014-10-15,2014-10-16,81.0260416667,21.929375,18.3197916667,1016.77326389,120.017361111,157.215277778,1.15486111111,0.0129889345834,9.929375,0.0,0.00412893458338,1.0
2014-10-16,4755.98958334,2014-10-16,2014-10-17,92.1774305556,20.7559722222,19.4609722222,1008.36111111,27.3854166667,110.84375,0.847916666667,0.0140837629952,8.75597222222,0.0,0.00522376299516,1.0
2014-10-17,6408.02083334,2014-10-17,2014-10-18,77.8,18.3791319444,14.0248958333,1002.44756944,127.458333333,199.885416667,1.628125,0.0100424342706,6.37913194444,0.0,0.00126937638582,1.0
2014-10-18,4421.875,2014-10-18,2014-10-19,79.5493055556,17.3781597222,13.6566319444,999.853125,99.9444444444,204.239583333,1.99270833333,0.00980951264804,5.37815972222,0.0678472222222,0.00105606836974,0.5
