,steam-LBS,startDay,endDay,RH-%,T-C,Tdew-C,pressure-mbar,solarRadiation-W/m2,windDirection,windSpeed-m/s,humidityRatio-kg/kg,coolingDegrees,heatingDegrees,dehumidification,occupancy
2013-04-20,11173.0859375,2013-04-20,2013-04-21,66.875,10.9,4.52916666667,1008.83333333,119.208333333,276.666666667,5.82176391667,0.00560522647189,0.995833333333,4.3125,0.00025444842956,0.5
2013-04-21,13832.1158854,2013-04-21,2013-04-22,53.5416666667,4.875,-4.12916666667,1029.625,294.541666667,208.75,3.79629933333,0.00273142967391,0.0,10.125,0.0,0.5
2013-04-22,23249.8958333,2013-04-22,2013-04-23,64.2083333333,5.39583333333,-1.15,1034.75,234.708333333,95.8333333333,4.74537416667,0.00338500117333,0.0,9.60416666667,0.0,1.0
2013-04-23,,2013-04-23,2013-04-24,88.2083333333,5.19583333333,3.33333333333,1023.91666667,35.2083333333,52.9166666667,6.19213458333,0.00476561605153,0.0,9.80416666667,0.0,1.0
2013-04-24,,2013-04-24,2013-04-25,79.2083333333,11.1958333333,7.32916666667,1008.91666667,189.791666667,205.833333333,6.26157908333,0.00640546823156,1.5,4.41666666667,0.0,1.0
2013-04-25,13965.1953125,2013-04-25,2013-04-26,59.0,11.6333333333,3.12916666667,1015.125,279.041666667,296.666666667,3.9583365,0.00487478122958,1.1,3.5625,0.0,1.0
2013-04-26,17157.0442708,2013-04-26,2013-04-27,64.625,9.00416666667,2.24583333333,1024.70833333,287.625,84.5833333333,3.15972475,0.00439319664935,0.358333333333,5.99583333333,0.0,1.0
2013-04-27,9269.27083333,2013-04-27,2013-04-28,69.4583333333,9.52083333333,3.51666666667,1024.41666667,282.416666667,180.0,2.33796483333,0.00482251588023,0.783333333333,5.49583333333,0.0,0.5
2013-04-28,8793.11197917,2013-04-28,2013-04-29,62.625,11.5541666667,3.7125,1021.875,301.25,192.5,3.2638915,0.0049131226733,1.7875,4.05416666667,0.0,0.5
2013-04-29,12464.1341146,2013-04-29,2013-04-30,59.375,12.3208333333,3.72083333333,1020.54166667,199.708333333,186.25,3.46065091667,0.00495358921188,1.84166666667,3.34166666667,0.0,1.0
2013-05-02,14240.9505208,2013-05-02,2013-05-03,69.5,12.1458333333,5.90416666667,1026.375,198.958333333,131.25,3.06713208333,0.00568508479233,2.36666666667,4.16666666667,0.0,1.0
2013-05-03,16576.6666667,2013-05-03,2013-05-04,80.125,8.24583333333,4.8375,1026.83333333,191.125,50.8333333333,3.92361425,0.00526819123337,0.00833333333333,6.75416666667,0.0,1.0
2013-05-04,15878.7434896,2013-05-04,2013-05-05,73.0416666667,7.95833333333,2.775,1023.20833333,315.916666667,59.1666666667,3.5416695,0.00458910373806,0.145833333333,7.04166666667,0.0,0.5
2013-05-05,16222.6106771,2013-05-05,2013-05-06,76.5416666667,7.9,3.58333333333,1021.875,247.583333333,96.25,2.9861135,0.00485692587855,0.133333333333,7.1,0.0,0.5
2013-05-06,18332.6432292,2013-05-06,2013-05-07,79.0416666667,9.86666666667,5.84583333333,1019.58333333,307.833333333,158.333333333,2.8472245,0.00579432123155,1.1375,5.38333333333,0.0,1.0
2013-05-07,8171.04166667,2013-05-07,2013-05-08,82.75,14.9375,11.7583333333,1017.25,186.916666667,175.416666667,3.09028025,0.00853764159752,3.38333333333,1.60416666667,0.000146445623575,1.0
2013-05-08,12478.90625,2013-05-08,2013-05-09,81.4166666667,15.5625,12.1125,1017.04166667,238.375,136.25,4.39815166667,0.0087364635621,3.60833333333,0.9625,0.000135302607884,1.0
2013-05-09,11276.5104167,2013-05-09,2013-05-10,94.9583333333,13.7625,12.9,1010.45833333,102.916666667,127.916666667,2.24537216667,0.00925428552775,1.7625,1.425,0.000406662273168,1.0
2013-05-10,,2013-05-10,2013-05-11,78.9583333333,17.3833333333,13.2875,1009.70833333,231.458333333,220.416666667,2.638891,0.00951458587262,5.38333333333,0.5,0.000668524902824,1.0
2013-05-11,,2013-05-11,2013-05-12,88.7916666667,16.4208333333,14.4166666667,1004.75,108.291666667,199.166666667,5.7638935,0.0103255466739,4.42083333333,0.1625,0.00150197037285,0.5
2013-05-12,,2013-05-12,2013-05-13,77.375,14.4041666667,10.0541666667,1000.70833333,99.25,255.0,3.83102158333,0.00816160876517,2.79583333333,1.20833333333,0.000692533600395,0.5
2013-05-13,15834.3229167,2013-05-13,2013-05-14,48.4583333333,10.0541666667,-0.608333333333,1010.54166667,297.166666667,281.666666667,4.444448,0.00361002804794,0.516666666667,4.94583333333,0.0,1.0
2013-05-14,,2013-05-14,2013-05-15,50.3333333333,10.0791666667,-0.0625,1012.70833333,230.125,311.666666667,3.22916925,0.00374718143891,0.408333333333,4.92083333333,0.0,1.0
2013-05-15,,2013-05-15,2013-05-16,64.5416666667,12.65,5.375,1008.125,288.125,208.333333333,4.97685583333,0.00579758792641,2.0,2.89166666667,0.0,1.0
2013-05-16,7772.09635417,2013-05-16,2013-05-17,55.0,18.9458333333,8.14166666667,1001.70833333,321.041666667,271.25,4.71065191667,0.00687587069445,6.94583333333,0.470833333333,1.61114668591e-05,1.0
2013-05-17,8441.45833333,2013-05-17,2013-05-18,60.4583333333,14.0291666667,5.92916666667,1013.20833333,282.5,221.25,3.56481766667,0.00577642022388,2.38333333333,1.9,0.0,1.0
2013-05-18,5726.26302084,2013-05-18,2013-05-19,67.5416666667,14.5041666667,7.975,1021.0,210.0,206.25,3.055558,0.00658905679504,3.14583333333,1.77083333333,0.0,0.5
2013-05-19,6705.65755208,2013-05-19,2013-05-20,80.9166666667,14.0,10.35,1021.875,172.208333333,207.5,2.81250225,0.00774483547054,2.425,1.97916666667,0.0,0.5
2013-05-20,7271.36067708,2013-05-20,2013-05-21,85.1666666667,18.3083333333,15.3416666667,1012.20833333,172.708333333,192.916666667,2.80092816667,0.0109019407461,6.30833333333,0.329166666667,0.00204194074609,0.5
2013-05-21,7355.67708334,2013-05-21,2013-05-22,92.9583333333,15.2875,14.0166666667,1010.16666667,157.958333333,100.416666667,3.43750275,0.010122203143,3.54583333333,1.33333333333,0.00157852722372,0.5
2013-05-22,9256.0546875,2013-05-22,2013-05-23,95.5416666667,13.1625,12.3791666667,1009.45833333,79.0416666667,114.166666667,1.805557,0.00897945383421,1.35416666667,1.875,0.000383381743454,0.5
2013-05-23,5916.97265625,2013-05-23,2013-05-24,89.8333333333,18.5083333333,16.6333333333,1007.58333333,120.333333333,200.0,5.67130083333,0.0118601578693,6.50833333333,0.0583333333333,0.00300015786933,0.5
2013-05-24,,2013-05-24,2013-05-25,95.9166666667,15.6041666667,14.8916666667,1003.125,62.4583333333,214.583333333,5.17361525,0.0108082174132,3.8875,1.22083333333,0.00225749500841,0.5
2013-05-25,6733.07291666,2013-05-25,2013-05-26,94.1666666667,7.63333333333,6.69583333333,1003.33333333,23.75,240.833333333,6.05324558333,0.00617837253409,0.0,7.36666666667,0.0,0.5
2013-05-26,6802.01822917,2013-05-26,2013-05-27,74.875,8.30416666667,3.88333333333,1008.125,133.041666667,295.0,6.13426416667,0.00503482330769,0.166666666667,6.69583333333,0.0,0.5
2013-05-27,9854.75260417,2013-05-27,2013-05-28,58.0416666667,13.5833333333,4.35833333333,1015.83333333,341.166666667,272.5,3.59953991667,0.00518423106475,3.025,3.09583333333,0.0,0.2
2013-05-28,11152.5911458,2013-05-28,2013-05-29,70.875,14.7208333333,8.87083333333,1018.45833333,225.083333333,142.083333333,2.7083355,0.00707549492363,3.6,1.975,4.00187865182e-06,0.4875
2013-05-29,10303.1835938,2013-05-29,2013-05-30,96.5416666667,15.8875,15.2458333333,1014.33333333,79.2916666667,184.166666667,3.39120641667,0.0107855010657,3.8875,0.291666666667,0.00192550106569,0.5
2013-05-30,5731.11328125,2013-05-30,2013-05-31,75.375,22.9208333333,17.7833333333,1013.25,242.5,245.0,3.44907683333,0.012636564392,10.9208333333,0.0,0.003776564392,0.5
2013-05-31,6777.01822917,2013-05-31,2013-06-01,59.0833333333,25.5541666667,16.3833333333,1012.29166667,328.416666667,235.833333333,3.78472525,0.0115622420678,13.5541666667,0.0,0.00270224206781,0.5
2013-06-01,6567.1875,2013-06-01,2013-06-02,64.5416666667,24.575,16.8458333333,1009.41666667,329.041666667,219.166666667,5.12731891667,0.0119547006267,12.575,0.0,0.00309470062674,0.5
2013-06-02,,2013-06-02,2013-06-03,74.375,22.55,17.2833333333,1006.33333333,321.291666667,207.083333333,6.805561,0.0123309716019,10.55,0.0,0.00347097160186,0.5
2013-06-03,4977.29817708,2013-06-03,2013-06-04,87.875,19.3083333333,17.0583333333,1005.33333333,157.791666667,226.666666667,3.36805825,0.0123013063507,7.30833333333,0.00833333333333,0.00353058885502,0.5
2013-06-04,0.0,2013-06-04,2013-06-05,54.5,15.85,6.26666666667,1009.66666667,345.541666667,319.583333333,3.76157708333,0.00596139871214,3.86666666667,1.02083333333,0.0,0.5
2013-06-05,18.75,2013-06-05,2013-06-06,61.3333333333,16.5458333333,8.44166666667,1017.0,283.208333333,222.916666667,2.67361325,0.00683389493554,4.725,1.05416666667,0.0,0.5
2013-06-06,0.0,2013-06-06,2013-06-07,68.0833333333,16.7666666667,10.1916666667,1017.16666667,242.791666667,175.0,3.42592866667,0.00773077048625,4.76666666667,0.520833333333,2.68244119739e-05,0.5
2013-06-07,40.625,2013-06-07,2013-06-08,94.5,12.7916666667,11.8375,1011.79166667,29.4583333333,76.25,4.43287391667,0.00863014862622,0.791666666667,2.20833333333,9.96542474412e-05,0.5
2013-06-08,0.0,2013-06-08,2013-06-09,84.0,17.8166666667,14.675,1005.375,199.875,212.083333333,4.03935508333,0.0104741114083,5.81666666667,0.5125,0.00162594216351,0.5
2013-06-09,21.875,2013-06-09,2013-06-10,70.2083333333,19.4791666667,13.4791666667,1015.08333333,260.041666667,269.166666667,2.92824308333,0.00959561554986,7.47916666667,0.0375,0.00076029243275,0.5
2013-06-10,18.75,2013-06-10,2013-06-11,83.625,16.0666666667,13.0541666667,1016.58333333,147.5,125.416666667,3.03240983333,0.009314556924,4.06666666667,0.341666666667,0.000583916110911,0.5
2013-06-11,,2013-06-11,2013-06-12,93.75,15.125,13.9833333333,1001.54166667,121.5,170.416666667,3.2638915,0.0100518226185,3.125,0.720833333333,0.00119182261854,0.5
2013-06-12,0.0,2013-06-12,2013-06-13,77.5416666667,16.0375,11.7916666667,1000.66666667,142.25,313.75,4.16667,0.0087039449941,4.0375,0.495833333333,0.000241352039794,0.5
2013-06-13,18.75,2013-06-13,2013-06-14,85.125,14.2208333333,11.4833333333,1003.66666667,101.208333333,160.0,2.82407633333,0.0085128426056,2.3375,1.675,0.000211407365422,0.5
2013-06-14,0.0,2013-06-14,2013-06-15,74.9166666667,15.5125,10.575,1001.79166667,190.708333333,125.0,4.2361145,0.00803004710326,3.76666666667,1.3625,0.000103077324562,0.5
2013-06-15,0.0,2013-06-15,2013-06-16,58.4583333333,19.2541666667,10.225,1007.91666667,348.875,280.0,2.67361325,0.00780760813973,7.25416666667,0.0125,6.17342872295e-05,0.5
2013-06-16,,2013-06-16,2013-06-17,66.625,19.1541666667,12.3625,1006.66666667,192.875,227.5,4.0972255,0.00912092099853,7.15416666667,0.141666666667,0.000985740017782,0.5
2013-06-17,,2013-06-17,2013-06-18,73.7916666667,21.1291666667,15.6583333333,1006.45833333,284.083333333,244.166666667,3.87731791667,0.0111440281731,9.12916666667,0.0,0.00228402817311,0.5
2013-06-18,18.75,2013-06-18,2013-06-19,87.875,16.7375,14.5458333333,1009.0,157.958333333,100.0,2.44213158333,0.0103289921548,4.7375,0.341666666667,0.00146899215482,0.5
2013-06-19,,2013-06-19,2013-06-20,71.625,17.0791666667,11.3583333333,1012.25,342.0,78.3333333333,3.51852133333,0.00834087377717,5.07916666667,0.383333333333,0.000115387205437,0.5
2013-06-20,21.875,2013-06-20,2013-06-21,67.5,18.7125,11.9458333333,1019.29166667,342.958333333,207.5,2.76620591667,0.00861661849803,6.74166666667,0.5625,0.000137205998924,0.5
2013-06-21,0.0,2013-06-21,2013-06-22,69.5833333333,20.8291666667,14.7333333333,1019.29166667,230.041666667,218.75,3.8194475,0.010401383595,8.82916666667,0.0,0.0016151036417,0.5
2013-06-22,0.0,2013-06-22,2013-06-23,64.7916666667,21.2833333333,13.9416666667,1018.0,216.75,217.5,4.69907783333,0.00981120161066,9.28333333333,0.0,0.000951201610664,0.5
2013-06-23,21.875,2013-06-23,2013-06-24,73.1666666667,23.0833333333,17.6083333333,1014.66666667,166.333333333,216.666666667,4.81481866667,0.0125391304189,11.0833333333,0.0,0.00367913041887,0.5
2013-06-24,,2013-06-24,2013-06-25,68.7916666667,26.4875,19.5625,1009.45833333,316.5,251.666666667,4.027781,0.0141584729683,14.4875,0.0,0.00529847296826,0.5
2013-06-25,78.125,2013-06-25,2013-06-26,62.25,26.1666666667,17.8041666667,1005.625,297.833333333,240.833333333,4.17824408333,0.0128084110499,14.1666666667,0.0,0.00394841104994,0.5
2013-06-26,0.0,2013-06-26,2013-06-27,88.5,22.4833333333,20.3208333333,1004.125,264.625,197.916666667,2.0138905,0.0150757702246,10.4833333333,0.0,0.00621577022464,0.5
2013-06-27,0.0,2013-06-27,2013-06-28,98.0833333333,17.5083333333,17.1041666667,1005.41666667,59.3333333333,77.5,2.48842791667,0.0122333425978,5.50833333333,0.0,0.00337334259778,0.5
2013-06-28,0.0,2013-06-28,2013-06-29,94.5833333333,21.3208333333,20.3,997.25,137.458333333,167.083333333,5.21991158333,0.0151380376855,9.32083333333,0.0,0.00627803768551,0.5
2013-06-29,0.0,2013-06-29,2013-06-30,85.9583333333,22.4916666667,19.75,998.833333333,163.0,191.25,5.000004,0.0145375278092,10.4916666667,0.0,0.00567752780924,0.5
2013-07-02,0.0,2013-07-02,2013-07-03,95.0833333333,21.4333333333,20.5166666667,1016.66666667,102.458333333,190.833333333,2.32639075,0.015057515251,9.43333333333,0.0,0.00619751525099,0.5
2013-07-03,0.0,2013-07-03,2013-07-04,81.9583333333,24.325,20.7416666667,1017.58333333,215.458333333,222.5,4.27083675,0.0151948711548,12.325,0.0,0.00633487115477,0.5
2013-07-04,21.875,2013-07-04,2013-07-05,74.0833333333,26.9458333333,21.4291666667,1016.75,304.666666667,234.583333333,4.14352183333,0.0158318314,14.9458333333,0.0,0.00697183140004,0.5
2013-07-05,0.0,2013-07-05,2013-07-06,69.2083333333,27.825,21.1416666667,1014.875,326.125,238.75,3.9583365,0.0155584004865,15.825,0.0,0.00669840048654,0.5
2013-07-06,0.0,2013-07-06,2013-07-07,66.5416666667,27.6458333333,20.4208333333,1012.41666667,274.083333333,272.083333333,3.49537316667,0.0149342281332,15.6458333333,0.0,0.00607422813316,0.5
2013-07-07,0.0,2013-07-07,2013-07-08,67.2916666667,26.5041666667,19.4166666667,1010.45833333,245.083333333,247.5,2.53472425,0.014129256794,14.5041666667,0.0,0.005269256794,0.5
2013-07-08,,2013-07-08,2013-07-09,92.0416666667,22.55,21.0583333333,1010.83333333,233.541666667,108.75,2.45370566667,0.0156863133534,10.55,0.0,0.0068263133534,0.5
2013-07-09,0.0,2013-07-09,2013-07-10,95.7083333333,19.3,18.5,1013.95833333,99.25,62.0833333333,2.11805725,0.0132527787752,7.3,0.0,0.00439277877525,0.5
2013-07-10,0.0,2013-07-10,2013-07-11,91.9166666667,23.1041666667,21.5958333333,1008.5,177.291666667,166.666666667,3.84259566667,0.0162101472223,11.1041666667,0.0,0.00735014722235,0.5
2013-07-11,0.0,2013-07-11,2013-07-12,93.75,23.9875,22.8,1005.95833333,214.75,200.833333333,2.74305775,0.0174776700244,11.9875,0.0,0.00861767002443,0.5
2013-07-12,0.0,2013-07-12,2013-07-13,78.5,19.775,15.6708333333,1015.0,249.291666667,51.6666666667,4.74537416667,0.0110914970485,7.775,0.0,0.00223149704847,0.5
2013-07-13,0.0,2013-07-13,2013-07-14,95.0416666667,19.7166666667,18.825,1021.04166667,82.0,102.5,2.19907583333,0.0134443668847,7.71666666667,0.0,0.00458436688467,0.5
2013-07-14,0.0,2013-07-14,2013-07-15,82.3333333333,24.6958333333,21.075,1019.79166667,235.958333333,203.333333333,1.75926066667,0.0154129060512,12.6958333333,0.0,0.00655290605116,0.5
2013-07-15,0.0,2013-07-15,2013-07-16,71.125,26.2416666667,20.1541666667,1016.29166667,294.166666667,169.166666667,1.96759416667,0.0146181679312,14.2416666667,0.0,0.00575816793118,0.5
2013-07-16,0.0,2013-07-16,2013-07-17,67.5,26.0125,19.1416666667,1015.70833333,309.958333333,170.833333333,2.60416875,0.0137311383477,14.0125,0.0,0.00487113834766,0.5
2013-07-17,0.0,2013-07-17,2013-07-18,71.375,26.7458333333,20.5125,1014.75,312.708333333,190.833333333,3.03240983333,0.0149710013584,14.7458333333,0.0,0.00611100135837,0.5
2013-07-18,0.0,2013-07-18,2013-07-19,75.0833333333,26.9083333333,21.675,1010.66666667,308.041666667,173.75,3.6805585,0.016176680755,14.9083333333,0.0,0.00731668075505,0.5
2013-07-19,0.0,2013-07-19,2013-07-20,65.9583333333,29.8541666667,21.9791666667,1005.25,317.375,222.916666667,5.42824508333,0.0165377512455,17.8541666667,0.0,0.00767775124553,0.5
2013-07-20,0.0,2013-07-20,2013-07-21,61.8333333333,28.775,20.4,1002.08333333,280.958333333,248.333333333,4.45602208333,0.0150231694118,16.775,0.0,0.00616316941184,0.5
2013-07-21,0.0,2013-07-21,2013-07-22,75.9583333333,22.8583333333,18.0291666667,1009.0,213.041666667,145.416666667,2.39583525,0.0129272125441,10.8583333333,0.0,0.00406721254408,0.5
2013-07-22,0.0,2013-07-22,2013-07-23,86.5416666667,21.7,19.05,1010.29166667,180.125,142.083333333,2.638891,0.0137466209688,9.7,0.0,0.00488662096879,0.5
2013-07-23,,2013-07-23,2013-07-24,96.2916666667,22.8416666667,22.1333333333,999.583333333,181.833333333,195.0,2.83565041667,0.0169072124482,10.8416666667,0.0,0.00804721244822,0.5
2013-07-24,0.0,2013-07-24,2013-07-25,76.4166666667,23.4625,18.7,1002.125,236.041666667,254.583333333,2.93981716667,0.01372571487,11.4625,0.0,0.00487227674466,0.5
2013-07-25,0.0,2013-07-25,2013-07-26,88.125,16.3333333333,14.2083333333,1013.20833333,63.4583333333,31.25,4.78009641667,0.0100841929866,4.33333333333,0.0,0.00127139328382,0.5
2013-07-26,0.0,2013-07-26,2013-07-27,94.0,17.925,16.8708333333,1010.29166667,45.1666666667,225.833333333,4.97685583333,0.0119772266865,5.925,0.0,0.00311722668651,0.5
2013-07-27,,2013-07-27,2013-07-28,74.9583333333,21.8791666667,16.5291666667,1012.45833333,294.291666667,213.333333333,3.21759516667,0.0116865857965,9.87916666667,0.0,0.00282658579646,0.5
2013-07-28,0.0,2013-07-28,2013-07-29,87.6666666667,21.1666666667,18.7916666667,1011.5,189.375,72.0833333333,1.666668,0.0135211845672,9.16666666667,0.0,0.00466118456721,0.5
2013-07-29,0.0,2013-07-29,2013-07-30,91.2916666667,21.7458333333,20.1083333333,1012.04166667,248.0,177.916666667,2.03703866667,0.0147600957708,9.74583333333,0.0,0.0059000957708,0.5
2013-07-30,,2013-07-30,2013-07-31,70.4583333333,21.9166666667,15.7708333333,1013.41666667,292.375,278.75,2.25694625,0.0111230573796,9.91666666667,0.0,0.00226305737963,0.5
2013-07-31,0.0,2013-07-31,2013-08-01,68.25,21.5583333333,15.0875,1014.04166667,287.25,200.833333333,2.33796483333,0.0106170093028,9.55833333333,0.0,0.00175700930284,0.5
2013-08-01,,2013-08-01,2013-08-02,78.0833333333,21.2583333333,16.7625,1010.0,260.666666667,184.166666667,3.35648416667,0.0119019697818,9.25833333333,0.0,0.00304196978177,0.5
2013-08-02,0.0,2013-08-02,2013-08-03,76.1666666667,22.1541666667,17.1375,1005.58333333,231.208333333,223.333333333,3.18287291667,0.0122659676937,10.1541666667,0.0,0.00340596769365,0.5
2013-08-03,0.0,2013-08-03,2013-08-04,72.0,21.5333333333,16.0,1005.70833333,157.875,234.583333333,4.24768858333,0.0113827641067,9.53333333333,0.0,0.00252276410675,0.5
2013-08-04,0.0,2013-08-04,2013-08-05,75.9166666667,19.6958333333,14.9958333333,1005.75,235.75,299.583333333,3.1250025,0.0107237703081,7.69583333333,0.0,0.00186377030805,0.5
2013-08-05,0.0,2013-08-05,2013-08-06,56.75,18.1791666667,8.74166666667,1010.33333333,312.708333333,315.833333333,3.8194475,0.00707390148077,6.17916666667,0.0875,1.70562703454e-06,0.5
2013-08-06,0.0,2013-08-06,2013-08-07,60.0833333333,18.6166666667,10.0916666667,1015.41666667,304.875,214.166666667,2.09490908333,0.00768328814059,6.64583333333,0.6,2.46486129706e-05,0.5
2013-08-07,0.0,2013-08-07,2013-08-08,65.9166666667,19.6375,12.4666666667,1016.83333333,251.041666667,185.833333333,3.27546558333,0.00894970273332,7.6375,0.104166666667,0.000274908217132,0.5
2013-08-08,0.0,2013-08-08,2013-08-09,78.2083333333,22.15,18.0416666667,1013.58333333,150.458333333,193.333333333,4.68750375,0.0129893530599,10.15,0.0,0.00412935305988,0.5
2013-08-09,0.0,2013-08-09,2013-08-10,92.6666666667,22.3125,20.9666666667,1007.83333333,62.6666666667,204.166666667,5.21991158333,0.0155577162555,10.3125,0.0,0.00669771625546,0.5
2013-08-10,,2013-08-10,2013-08-11,65.2083333333,22.675,15.15,1008.20833333,289.75,293.75,4.14352183333,0.010809919281,10.675,0.0,0.00198624604949,0.5
2013-08-11,,2013-08-11,2013-08-12,62.6666666667,20.0208333333,12.1916666667,1012.83333333,301.25,274.166666667,2.33796483333,0.00883059124182,8.02083333333,0.0666666666667,0.000404328025609,0.5
2013-08-12,0.0,2013-08-12,2013-08-13,71.2083333333,21.4291666667,15.3416666667,1010.45833333,284.541666667,235.833333333,2.25694625,0.0108787187656,9.42916666667,0.0,0.00201871876561,0.5
2013-08-13,,2013-08-13,2013-08-14,88.0416666667,20.1458333333,17.95,1004.70833333,106.625,185.416666667,2.92824308333,0.0129081615011,8.14583333333,0.0,0.00404816150111,0.5
2013-08-14,0.0,2013-08-14,2013-08-15,65.25,19.1583333333,11.9291666667,1004.25,298.25,282.916666667,4.62963333333,0.00884380889809,7.15833333333,0.0,0.000613134459667,0.5
2013-08-15,0.0,2013-08-15,2013-08-16,63.5,18.7875,11.05,1013.04166667,295.875,262.916666667,2.89352083333,0.00817324839905,6.7875,0.195833333333,8.42015267918e-05,0.5
2013-08-16,0.0,2013-08-16,2013-08-17,64.1666666667,19.85,12.3625,1016.08333333,225.583333333,236.666666667,2.73148366667,0.00889480098784,7.85,0.0333333333333,0.000390594752697,0.5
2013-08-17,0.0,2013-08-17,2013-08-18,74.0,19.4,14.2083333333,1019.66666667,250.541666667,180.833333333,2.73148366667,0.00999443774108,7.4,0.0,0.00113443774108,0.5
2013-08-18,0.0,2013-08-18,2013-08-19,68.625,20.0916666667,13.85,1018.25,138.5,225.0,2.37268708333,0.00975281341439,8.09166666667,0.0,0.000916368038942,0.5
2013-08-19,,2013-08-19,2013-08-20,63.25,21.7958333333,14.0708333333,1011.5,183.666666667,267.916666667,3.10185433333,0.00997240200854,9.79583333333,0.0,0.00111487610837,0.5
2013-08-20,0.0,2013-08-20,2013-08-21,66.2916666667,23.2958333333,16.125,1012.58333333,280.166666667,254.166666667,2.17592766667,0.0113780536194,11.2958333333,0.0,0.00251805361942,0.5
2013-08-21,0.0,2013-08-21,2013-08-22,63.5833333333,24.2666666667,16.375,1014.04166667,278.041666667,240.416666667,2.37268708333,0.0115634305125,12.2666666667,0.0,0.00270343051249,0.5
2013-08-22,,2013-08-22,2013-08-23,70.125,24.1958333333,17.8625,1008.875,216.458333333,223.75,4.07407733333,0.0127301309547,12.1958333333,0.0,0.00387013095468,0.5
2013-08-23,0.0,2013-08-23,2013-08-24,70.25,20.9166666667,14.7333333333,1009.95833333,203.75,152.083333333,3.39120641667,0.0105132692464,8.91666666667,0.00416666666667,0.00165326924637,0.5
2013-08-24,,2013-08-24,2013-08-25,60.1666666667,17.5916666667,9.2625,1020.29166667,283.25,80.0,3.44907683333,0.00719357469144,5.59166666667,0.229166666667,0.0,0.5
2013-08-25,0.0,2013-08-25,2013-08-26,60.25,20.3916666667,11.7833333333,1020.29166667,261.666666667,215.833333333,2.80092816667,0.00849592220871,8.39166666667,0.320833333333,0.000109204179672,0.5
2013-08-26,0.0,2013-08-26,2013-08-27,74.8333333333,21.9333333333,17.0333333333,1011.25,177.958333333,235.0,4.54861475,0.0121364571842,9.93333333333,0.0,0.00327645718417,0.5
2013-08-27,,2013-08-27,2013-08-28,90.0416666667,20.7208333333,18.8166666667,1006.875,157.541666667,130.416666667,1.82870516667,0.0136142992801,8.72083333333,0.0,0.00475429928009,0.5
2013-08-28,0.0,2013-08-28,2013-08-29,88.25,19.9375,17.6916666667,1008.04166667,161.416666667,82.0833333333,2.02546458333,0.0126819775111,7.9375,0.0,0.0038219775111,0.5
2013-08-29,0.0,2013-08-29,2013-08-30,94.5833333333,17.0208333333,16.0791666667,1012.25,36.5416666667,50.4166666667,3.4027805,0.0113781002638,5.02083333333,0.0125,0.00251810026376,0.5
2013-08-30,0.0,2013-08-30,2013-08-31,87.3333333333,19.7041666667,17.3375,1008.20833333,132.166666667,247.5,2.87037266667,0.01244972068,7.70416666667,0.0583333333333,0.00358972068002,0.5
2013-09-02,0.0,2013-09-02,2013-09-03,94.2916666667,22.3458333333,21.3,1004.20833333,156.666666667,180.416666667,3.15972475,0.0159304364955,10.3458333333,0.0,0.00707043649549,0.5
2013-09-03,0.0,2013-09-03,2013-09-04,91.0416666667,21.4208333333,19.8208333333,1003.25,124.0,233.75,2.95139125,0.0146687523788,9.42083333333,0.0,0.00580875237884,0.979166666667
2013-09-04,0.0,2013-09-04,2013-09-05,64.625,20.4458333333,13.0458333333,1007.125,255.541666667,268.75,3.888892,0.00936147615676,8.44583333333,0.0,0.000551290153364,1.0
2013-09-05,0.0,2013-09-05,2013-09-06,75.7916666667,16.7583333333,12.2625,1010.54166667,113.125,159.583333333,3.09028025,0.00898030228852,4.9,0.808333333333,0.000755260686755,1.0
2013-09-06,,2013-09-06,2013-09-07,55.4166666667,14.9541666667,5.6125,1016.91666667,240.541666667,291.25,2.47685383333,0.0056290807584,3.16666666667,1.5875,0.0,1.0
2013-09-07,,2013-09-07,2013-09-08,60.0,18.1791666667,9.8875,1010.125,242.458333333,232.083333333,4.027781,0.00766679002218,6.18333333333,0.675,0.000132173532025,0.5
2013-09-08,0.0,2013-09-08,2013-09-09,64.0833333333,17.4,10.2166666667,1007.125,202.0,298.333333333,4.861115,0.00801803489881,5.45416666667,0.683333333333,0.000564978814695,0.5
2013-09-09,0.0,2013-09-09,2013-09-10,58.3333333333,14.8625,6.29583333333,1017.41666667,219.833333333,251.25,3.15972475,0.00591421448259,3.525,1.6375,0.0,1.0
2013-09-10,,2013-09-10,2013-09-11,84.1666666667,19.6,16.6791666667,1014.25,107.583333333,209.166666667,5.09259666667,0.0120608750895,7.6,0.0166666666667,0.00338158906951,1.0
2013-09-11,0.0,2013-09-11,2013-09-12,79.3333333333,25.6041666667,21.2458333333,1011.95833333,227.5,211.666666667,4.31713308333,0.0156887193506,13.6041666667,0.0,0.00682871935063,1.0
2013-09-12,,2013-09-12,2013-09-13,80.0,24.1166666667,20.0375,1005.29166667,208.166666667,201.25,5.40509691667,0.0146943163661,12.1166666667,0.0,0.00583431636606,1.0
2013-09-13,0.0,2013-09-13,2013-09-14,91.1666666667,19.3083333333,17.7083333333,999.708333333,108.5,253.75,2.4305575,0.0129344423043,7.30833333333,0.1125,0.00411821707011,1.0
2013-09-14,0.0,2013-09-14,2013-09-15,72.9166666667,15.9333333333,10.9458333333,1008.625,114.083333333,306.25,3.14815066667,0.00815666889782,3.93333333333,0.395833333333,1.90590820235e-05,0.5
