0,,kBtu/h,kBtu/h
7202,10/28/2002 2:00:00 AM,0,-1.113819
7203,10/28/2002 3:00:00 AM,0,-1.127006
7204,10/28/2002 4:00:00 AM,0,-1.098446
7205,10/28/2002 5:00:00 AM,0,-1.061884
7206,10/28/2002 6:00:00 AM,0,-6.032871E-02
7207,10/28/2002 7:00:00 AM,0,0
7208,10/28/2002 8:00:00 AM,0,0
7209,10/28/2002 9:00:00 AM,0,0
7210,10/28/2002 10:00:00 AM,0,0
7211,10/28/2002 11:00:00 AM,0,-0.7773679
7212,10/28/2002 12:00:00 PM,0,-0.359166
7213,10/28/2002 1:00:00 PM,0,-0.203277
7214,10/28/2002 2:00:00 PM,0,-0.1045542
7215,10/28/2002 3:00:00 PM,0,-2.244124E-02
7216,10/28/2002 4:00:00 PM,0,-0.1068554
7217,10/28/2002 5:00:00 PM,0,0
7218,10/28/2002 6:00:00 PM,0,0
7219,10/28/2002 7:00:00 PM,0,0
7220,10/28/2002 8:00:00 PM,0,0
7221,10/28/2002 9:00:00 PM,0,-9.858315E-02
7222,10/28/2002 10:00:00 PM,0,-0.1509275
7223,10/28/2002 11:00:00 PM,0,0
7224,10/29/2002,0,0
7225,10/29/2002 1:00:00 AM,0,-0.7153049
7226,10/29/2002 2:00:00 AM,0,-0.5403851
7227,10/29/2002 3:00:00 AM,0,-0.4887996
7228,10/29/2002 4:00:00 AM,0,-0.4339855
7229,10/29/2002 5:00:00 AM,0,-0.3953643
7230,10/29/2002 6:00:00 AM,0,-9.157293E-02
7231,10/29/2002 7:00:00 AM,0,0
7232,10/29/2002 8:00:00 AM,0,0
7233,10/29/2002 9:00:00 AM,0,0
7234,10/29/2002 10:00:00 AM,0,-0.5514808
7235,10/29/2002 11:00:00 AM,0,-0.4226846
7236,10/29/2002 12:00:00 PM,0,-0.2965556
7237,10/29/2002 1:00:00 PM,0,-0.3165155
7238,10/29/2002 2:00:00 PM,0,-0.3618406
7239,10/29/2002 3:00:00 PM,0,-0.3584273
7240,10/29/2002 4:00:00 PM,0,-0.410938
7241,10/29/2002 5:00:00 PM,0,-0.4255207
7242,10/29/2002 6:00:00 PM,0,-0.7084799
7243,10/29/2002 7:00:00 PM,0,-0.8696162
7244,10/29/2002 8:00:00 PM,0,-0.9876646
7245,10/29/2002 9:00:00 PM,0,-1.072452
7246,10/29/2002 10:00:00 PM,0,-1.094468
7247,10/29/2002 11:00:00 PM,0,-1.084954
7248,10/30/2002,0,-1.03708
7249,10/30/2002 1:00:00 AM,0,-0.7112197
7250,10/30/2002 2:00:00 AM,0,-0.5506862
7251,10/30/2002 3:00:00 AM,0,-0.4461569
7252,10/30/2002 4:00:00 AM,0,-0.4131649
7253,10/30/2002 5:00:00 AM,0,-0.4037019
7254,10/30/2002 6:00:00 AM,0,-0.122735
7255,10/30/2002 7:00:00 AM,0,0
7256,10/30/2002 8:00:00 AM,0,-0.7340964
7257,10/30/2002 9:00:00 AM,0,-0.7852027
7258,10/30/2002 10:00:00 AM,0,-0.7338256
7259,10/30/2002 11:00:00 AM,0,-0.4150327
7260,10/30/2002 12:00:00 PM,0,-0.190133
7261,10/30/2002 1:00:00 PM,0,-0.1906923
7262,10/30/2002 2:00:00 PM,0,-0.2882961
7263,10/30/2002 3:00:00 PM,0,-0.3583806
7264,10/30/2002 4:00:00 PM,0,-0.4451737
7265,10/30/2002 5:00:00 PM,0,-0.3132987
7266,10/30/2002 6:00:00 PM,0,-0.8826478
7267,10/30/2002 7:00:00 PM,0,-1.083419
7268,10/30/2002 8:00:00 PM,0,-1.246352
7269,10/30/2002 9:00:00 PM,0,-1.371549
7270,10/30/2002 10:00:00 PM,0,-1.434033
7271,10/30/2002 11:00:00 PM,0,-1.458233
7272,10/31/2002,0,-1.443569
7273,10/31/2002 1:00:00 AM,0,-1.193831
7274,10/31/2002 2:00:00 AM,0,-1.113449
7275,10/31/2002 3:00:00 AM,0,-1.115954
7276,10/31/2002 4:00:00 AM,0,-1.043974
7277,10/31/2002 5:00:00 AM,0,-0.974378
7278,10/31/2002 6:00:00 AM,0,-0.1499409
7279,10/31/2002 7:00:00 AM,0,0
7280,10/31/2002 8:00:00 AM,0,0
7281,10/31/2002 9:00:00 AM,0,-0.1714069
7282,10/31/2002 10:00:00 AM,0,-0.8059105
7283,10/31/2002 11:00:00 AM,0,-0.4997982
7284,10/31/2002 12:00:00 PM,0,-0.1913654
7285,10/31/2002 1:00:00 PM,0,-0.1270832
7286,10/31/2002 2:00:00 PM,0,-0.1243554
7287,10/31/2002 3:00:00 PM,0,-0.1155294
7288,10/31/2002 4:00:00 PM,0,-8.907561E-02
7289,10/31/2002 5:00:00 PM,0,0
7290,10/31/2002 6:00:00 PM,0,-0.542116
7291,10/31/2002 7:00:00 PM,0,-0.6418718
7292,10/31/2002 8:00:00 PM,0,-0.7802641
7293,10/31/2002 9:00:00 PM,0,-0.9123543
7294,10/31/2002 10:00:00 PM,0,-1.040103
7295,10/31/2002 11:00:00 PM,0,-1.174643
7296,11/1/2002,0,-1.291744
7297,11/1/2002 1:00:00 AM,0,-1.107899
7298,11/1/2002 2:00:00 AM,0,-1.08579
7299,11/1/2002 3:00:00 AM,0,-1.142511
7300,11/1/2002 4:00:00 AM,0,-1.167508
7301,11/1/2002 5:00:00 AM,0,-1.186944
7302,11/1/2002 6:00:00 AM,0,-0.071632
7303,11/1/2002 7:00:00 AM,0,0
7304,11/1/2002 8:00:00 AM,0,0
7305,11/1/2002 9:00:00 AM,0,0
7306,11/1/2002 10:00:00 AM,0,-1.278308E-02
7307,11/1/2002 11:00:00 AM,0,-1.352866
7308,11/1/2002 12:00:00 PM,0,-1.197444
7309,11/1/2002 1:00:00 PM,0,-1.112336
7310,11/1/2002 2:00:00 PM,0,-1.002134
7311,11/1/2002 3:00:00 PM,0,-0.8527529
7312,11/1/2002 4:00:00 PM,0,-0.7302346
7313,11/1/2002 5:00:00 PM,0,-5.924185E-02
7314,11/1/2002 6:00:00 PM,0,-1.027758
7315,11/1/2002 7:00:00 PM,0,-1.154019
7316,11/1/2002 8:00:00 PM,0,-1.305793
7317,11/1/2002 9:00:00 PM,0,-1.408045
7318,11/1/2002 10:00:00 PM,0,-1.430477
7319,11/1/2002 11:00:00 PM,0,-1.433257
7320,11/2/2002,0,-1.382158
7321,11/2/2002 1:00:00 AM,0,-1.135058
7322,11/2/2002 2:00:00 AM,0,-1.032035
7323,11/2/2002 3:00:00 AM,0,-1.018379
7324,11/2/2002 4:00:00 AM,0,-1.010079
7325,11/2/2002 5:00:00 AM,0,-1.015083
7326,11/2/2002 6:00:00 AM,0,-1.025022
7327,11/2/2002 7:00:00 AM,0,-0.9433304
7328,11/2/2002 8:00:00 AM,0,-5.845678E-02
7329,11/2/2002 9:00:00 AM,0,0
7330,11/2/2002 10:00:00 AM,0,-0.2033473
7331,11/2/2002 11:00:00 AM,0,-1.137745
7332,11/2/2002 12:00:00 PM,0,-1.05694
7333,11/2/2002 1:00:00 PM,0,-1.134602
7334,11/2/2002 2:00:00 PM,0,-1.213238
7335,11/2/2002 3:00:00 PM,0,-1.214741
7336,11/2/2002 4:00:00 PM,0,-1.280899
7337,11/2/2002 5:00:00 PM,0,-1.3368
7338,11/2/2002 6:00:00 PM,0,-1.396686
7339,11/2/2002 7:00:00 PM,0,-1.422757
7340,11/2/2002 8:00:00 PM,0,-1.438775
7341,11/2/2002 9:00:00 PM,0,-1.456199
7342,11/2/2002 10:00:00 PM,0,-1.193408
7343,11/2/2002 11:00:00 PM,0,-1.10895
7344,11/3/2002,0,-1.046297
7345,11/3/2002 1:00:00 AM,0,-0.9887932
7346,11/3/2002 2:00:00 AM,0,-0.9526588
7347,11/3/2002 3:00:00 AM,0,-0.9128279
7348,11/3/2002 4:00:00 AM,0,-0.8916345
7349,11/3/2002 5:00:00 AM,0,-0.8730748
7350,11/3/2002 6:00:00 AM,0,-0.856001
7351,11/3/2002 7:00:00 AM,0,-0.8057678
7352,11/3/2002 8:00:00 AM,0,-0.1198779
7353,11/3/2002 9:00:00 AM,0,0
7354,11/3/2002 10:00:00 AM,0,0
7355,11/3/2002 11:00:00 AM,0,-1.039305
7356,11/3/2002 12:00:00 PM,0,-0.8950098
7357,11/3/2002 1:00:00 PM,0,-0.8920239
7358,11/3/2002 2:00:00 PM,0,-0.934051
7359,11/3/2002 3:00:00 PM,0,-0.9569257
7360,11/3/2002 4:00:00 PM,0,-0.9741884
7361,11/3/2002 5:00:00 PM,0,-0.9953013
7362,11/3/2002 6:00:00 PM,0,-1.005776
7363,11/3/2002 7:00:00 PM,0,-1.03857
7364,11/3/2002 8:00:00 PM,0,-1.081185
7365,11/3/2002 9:00:00 PM,0,-1.123
7366,11/3/2002 10:00:00 PM,0,-0.875205
7367,11/3/2002 11:00:00 PM,0,-0.7350188
7368,11/4/2002,0,-0.5842319
7369,11/4/2002 1:00:00 AM,0,-0.5443625
7370,11/4/2002 2:00:00 AM,0,-0.5213012
7371,11/4/2002 3:00:00 AM,0,-0.4829678
7372,11/4/2002 4:00:00 AM,0,-0.4787139
7373,11/4/2002 5:00:00 AM,0,-0.5253192
7374,11/4/2002 6:00:00 AM,0,-0.103802
7375,11/4/2002 7:00:00 AM,0,0
7376,11/4/2002 8:00:00 AM,0,0
7377,11/4/2002 9:00:00 AM,0,0
7378,11/4/2002 10:00:00 AM,0,0
7379,11/4/2002 11:00:00 AM,0,-0.8539304
7380,11/4/2002 12:00:00 PM,0,-0.6310695
7381,11/4/2002 1:00:00 PM,0,-0.489498
7382,11/4/2002 2:00:00 PM,0,-0.4529247
7383,11/4/2002 3:00:00 PM,0,-0.3877583
7384,11/4/2002 4:00:00 PM,0,-8.950125E-02
7385,11/4/2002 5:00:00 PM,0,0
7386,11/4/2002 6:00:00 PM,0,0
7387,11/4/2002 7:00:00 PM,0,0
7388,11/4/2002 8:00:00 PM,0,0
7389,11/4/2002 9:00:00 PM,0,0
7390,11/4/2002 10:00:00 PM,0,0
7391,11/4/2002 11:00:00 PM,0,0
7392,11/5/2002,0,0
7393,11/5/2002 1:00:00 AM,0,-0.4811773
7394,11/5/2002 2:00:00 AM,0,-0.2828847
7395,11/5/2002 3:00:00 AM,0,-0.1724759
7396,11/5/2002 4:00:00 AM,0,-0.1376447
7397,11/5/2002 5:00:00 AM,0,-0.1114083
7398,11/5/2002 6:00:00 AM,0,-0.109481
7399,11/5/2002 7:00:00 AM,0,0
7400,11/5/2002 8:00:00 AM,0,0
7401,11/5/2002 9:00:00 AM,0,0
7402,11/5/2002 10:00:00 AM,0,0
7403,11/5/2002 11:00:00 AM,0,-0.3849782
7404,11/5/2002 12:00:00 PM,0,-0.2337626
7405,11/5/2002 1:00:00 PM,0,-0.2336376
7406,11/5/2002 2:00:00 PM,0,-0.3161615
7407,11/5/2002 3:00:00 PM,0,-0.3753606
7408,11/5/2002 4:00:00 PM,0,-0.1609148
7409,11/5/2002 5:00:00 PM,0,0
7410,11/5/2002 6:00:00 PM,0,0
7411,11/5/2002 7:00:00 PM,0,0
7412,11/5/2002 8:00:00 PM,0,0
7413,11/5/2002 9:00:00 PM,0,0
7414,11/5/2002 10:00:00 PM,0,0
7415,11/5/2002 11:00:00 PM,0,0
7416,11/6/2002,0,0
7417,11/6/2002 1:00:00 AM,0,-0.9139902
7418,11/6/2002 2:00:00 AM,0,-0.7368521
7419,11/6/2002 3:00:00 AM,0,-0.6020981
7420,11/6/2002 4:00:00 AM,0,-0.5361296
7421,11/6/2002 5:00:00 AM,0,-0.4849675
7422,11/6/2002 6:00:00 AM,0,-4.598191E-02
7423,11/6/2002 7:00:00 AM,0,0
7424,11/6/2002 8:00:00 AM,0,0
7425,11/6/2002 9:00:00 AM,0,0
7426,11/6/2002 10:00:00 AM,0,0
7427,11/6/2002 11:00:00 AM,0,-0.8870532
7428,11/6/2002 12:00:00 PM,0,-0.6277117
7429,11/6/2002 1:00:00 PM,0,-0.5614439
7430,11/6/2002 2:00:00 PM,0,-0.5456516
7431,11/6/2002 3:00:00 PM,0,-0.5019346
7432,11/6/2002 4:00:00 PM,0,-0.100587
7433,11/6/2002 5:00:00 PM,0,0
7434,11/6/2002 6:00:00 PM,0,0
7435,11/6/2002 7:00:00 PM,0,0
7436,11/6/2002 8:00:00 PM,0,0
7437,11/6/2002 9:00:00 PM,0,0
7438,11/6/2002 10:00:00 PM,0,0
7439,11/6/2002 11:00:00 PM,0,0
7440,11/7/2002,0,0
7441,11/7/2002 1:00:00 AM,0,-0.9562352
7442,11/7/2002 2:00:00 AM,0,-0.7251666
7443,11/7/2002 3:00:00 AM,0,-0.5640113
7444,11/7/2002 4:00:00 AM,0,-0.5249097
7445,11/7/2002 5:00:00 AM,0,-0.4899441
7446,11/7/2002 6:00:00 AM,0,-9.469847E-02
7447,11/7/2002 7:00:00 AM,0,0
7448,11/7/2002 8:00:00 AM,0,0
7449,11/7/2002 9:00:00 AM,0,0
7450,11/7/2002 10:00:00 AM,0,0
7451,11/7/2002 11:00:00 AM,0,-0.7467017
7452,11/7/2002 12:00:00 PM,0,-0.483617
7453,11/7/2002 1:00:00 PM,0,-0.3933923
7454,11/7/2002 2:00:00 PM,0,-0.3601283
7455,11/7/2002 3:00:00 PM,0,-0.3428247
7456,11/7/2002 4:00:00 PM,0,-0.1474756
7457,11/7/2002 5:00:00 PM,0,0
7458,11/7/2002 6:00:00 PM,0,0
7459,11/7/2002 7:00:00 PM,0,0
7460,11/7/2002 8:00:00 PM,0,0
7461,11/7/2002 9:00:00 PM,0,0
7462,11/7/2002 10:00:00 PM,0,0
7463,11/7/2002 11:00:00 PM,0,0
7464,11/8/2002,0,0
7465,11/8/2002 1:00:00 AM,0,-0.8635277
7466,11/8/2002 2:00:00 AM,0,-0.670329
7467,11/8/2002 3:00:00 AM,0,-0.5389438
7468,11/8/2002 4:00:00 AM,0,-0.4962059
7469,11/8/2002 5:00:00 AM,0,-0.4701884
7470,11/8/2002 6:00:00 AM,0,-9.009267E-02
7471,11/8/2002 7:00:00 AM,0,0
7472,11/8/2002 8:00:00 AM,0,0
7473,11/8/2002 9:00:00 AM,0,0
7474,11/8/2002 10:00:00 AM,0,0
7475,11/8/2002 11:00:00 AM,0,-0.8572031
7476,11/8/2002 12:00:00 PM,0,-0.6017439
7477,11/8/2002 1:00:00 PM,0,-0.506427
7478,11/8/2002 2:00:00 PM,0,-0.4587004
7479,11/8/2002 3:00:00 PM,0,-0.4170115
7480,11/8/2002 4:00:00 PM,0,-0.1563168
7481,11/8/2002 5:00:00 PM,0,0
7482,11/8/2002 6:00:00 PM,0,0
7483,11/8/2002 7:00:00 PM,0,0
7484,11/8/2002 8:00:00 PM,0,0
7485,11/8/2002 9:00:00 PM,0,0
7486,11/8/2002 10:00:00 PM,0,0
7487,11/8/2002 11:00:00 PM,0,0
7488,11/9/2002,0,0
7489,11/9/2002 1:00:00 AM,0,-0.9381364
7490,11/9/2002 2:00:00 AM,0,-0.7413598
7491,11/9/2002 3:00:00 AM,0,-0.6873439
7492,11/9/2002 4:00:00 AM,0,-0.6374809
7493,11/9/2002 5:00:00 AM,0,-0.6067802
7494,11/9/2002 6:00:00 AM,0,-0.594721
7495,11/9/2002 7:00:00 AM,0,-0.6015034
7496,11/9/2002 8:00:00 AM,0,-0.1032578
7497,11/9/2002 9:00:00 AM,0,0
7498,11/9/2002 10:00:00 AM,0,0
7499,11/9/2002 11:00:00 AM,0,-1.090302
7500,11/9/2002 12:00:00 PM,0,-1.217107
7501,11/9/2002 1:00:00 PM,0,-1.276865
7502,11/9/2002 2:00:00 PM,0,-1.343914
7503,11/9/2002 3:00:00 PM,0,-1.377198
7504,11/9/2002 4:00:00 PM,0,-1.416265
7505,11/9/2002 5:00:00 PM,0,-1.42806
7506,11/9/2002 6:00:00 PM,0,-1.435611
7507,11/9/2002 7:00:00 PM,0,-1.449476
7508,11/9/2002 8:00:00 PM,0,-1.195628
7509,11/9/2002 9:00:00 PM,0,-0.7379596
7510,11/9/2002 10:00:00 PM,0,-1.231669
7511,11/9/2002 11:00:00 PM,0,-1.059964
7512,11/10/2002,0,-0.9699818
7513,11/10/2002 1:00:00 AM,0,-0.9771536
7514,11/10/2002 2:00:00 AM,0,-1.031163
7515,11/10/2002 3:00:00 AM,0,-1.09748
7516,11/10/2002 4:00:00 AM,0,-1.083047
7517,11/10/2002 5:00:00 AM,0,-1.044048
7518,11/10/2002 6:00:00 AM,0,-1.033954
7519,11/10/2002 7:00:00 AM,0,-0.9680487
7520,11/10/2002 8:00:00 AM,0,-5.427567E-02
7521,11/10/2002 9:00:00 AM,0,0
7522,11/10/2002 10:00:00 AM,0,0
7523,11/10/2002 11:00:00 AM,0,-0.8692551
7524,11/10/2002 12:00:00 PM,0,-1.744609
7525,11/10/2002 1:00:00 PM,0,-1.816306
7526,11/10/2002 2:00:00 PM,0,-1.876335
7527,11/10/2002 3:00:00 PM,0,-1.867404
7528,11/10/2002 4:00:00 PM,0,-1.790596
7529,11/10/2002 5:00:00 PM,0,-1.241126
7530,11/10/2002 6:00:00 PM,0,-0.100287
7531,11/10/2002 7:00:00 PM,0,0
7532,11/10/2002 8:00:00 PM,0,0
7533,11/10/2002 9:00:00 PM,0,0
7534,11/10/2002 10:00:00 PM,0,-1.558374
7535,11/10/2002 11:00:00 PM,0,-1.352532
7536,11/11/2002,0,-1.245709
7537,11/11/2002 1:00:00 AM,0,-1.178564
7538,11/11/2002 2:00:00 AM,0,-1.139372
7539,11/11/2002 3:00:00 AM,0,-1.115942
7540,11/11/2002 4:00:00 AM,0,-1.101924
7541,11/11/2002 5:00:00 AM,0,-1.091994
7542,11/11/2002 6:00:00 AM,0,-4.135992E-02
7543,11/11/2002 7:00:00 AM,0,0
7544,11/11/2002 8:00:00 AM,0,0
7545,11/11/2002 9:00:00 AM,0,0
7546,11/11/2002 10:00:00 AM,0,0
7547,11/11/2002 11:00:00 AM,0,-1.344323
7548,11/11/2002 12:00:00 PM,0,-1.000324
7549,11/11/2002 1:00:00 PM,0,-0.8693762
7550,11/11/2002 2:00:00 PM,0,-0.8641829
7551,11/11/2002 3:00:00 PM,0,-0.848079
7552,11/11/2002 4:00:00 PM,0,-0.1428823
7553,11/11/2002 5:00:00 PM,0,0
7554,11/11/2002 6:00:00 PM,0,0
7555,11/11/2002 7:00:00 PM,0,0
7556,11/11/2002 8:00:00 PM,0,0
7557,11/11/2002 9:00:00 PM,0,0
7558,11/11/2002 10:00:00 PM,0,0
7559,11/11/2002 11:00:00 PM,0,0
7560,11/12/2002,0,0
7561,11/12/2002 1:00:00 AM,0,-1.477309
7562,11/12/2002 2:00:00 AM,0,-1.204128
7563,11/12/2002 3:00:00 AM,0,-1.093409
7564,11/12/2002 4:00:00 AM,0,-1.029436
7565,11/12/2002 5:00:00 AM,0,-0.984744
7566,11/12/2002 6:00:00 AM,0,-5.716683E-02
7567,11/12/2002 7:00:00 AM,0,0
7568,11/12/2002 8:00:00 AM,0,0
7569,11/12/2002 9:00:00 AM,0,0
7570,11/12/2002 10:00:00 AM,0,0
7571,11/12/2002 11:00:00 AM,0,-1.329012
7572,11/12/2002 12:00:00 PM,0,-0.998969
7573,11/12/2002 1:00:00 PM,0,-0.8109698
7574,11/12/2002 2:00:00 PM,0,-0.7233719
7575,11/12/2002 3:00:00 PM,0,-0.6289359
7576,11/12/2002 4:00:00 PM,0,0
7577,11/12/2002 5:00:00 PM,0,0
7578,11/12/2002 6:00:00 PM,0,0
7579,11/12/2002 7:00:00 PM,0,0
7580,11/12/2002 8:00:00 PM,0,0
7581,11/12/2002 9:00:00 PM,0,0
7582,11/12/2002 10:00:00 PM,0,0
7583,11/12/2002 11:00:00 PM,0,0
7584,11/13/2002,0,0
7585,11/13/2002 1:00:00 AM,0,-1.309732
7586,11/13/2002 2:00:00 AM,0,-0.9862972
7587,11/13/2002 3:00:00 AM,0,-0.8467866
7588,11/13/2002 4:00:00 AM,0,-0.7512426
7589,11/13/2002 5:00:00 AM,0,0
7590,11/13/2002 6:00:00 AM,0,-8.557978E-02
7591,11/13/2002 7:00:00 AM,0,0
7592,11/13/2002 8:00:00 AM,0,0
7593,11/13/2002 9:00:00 AM,0,0
7594,11/13/2002 10:00:00 AM,0,0
7595,11/13/2002 11:00:00 AM,0,-1.701578
7596,11/13/2002 12:00:00 PM,0,-1.471338
7597,11/13/2002 1:00:00 PM,0,-1.440635
7598,11/13/2002 2:00:00 PM,0,-1.417394
7599,11/13/2002 3:00:00 PM,0,-1.371326
7600,11/13/2002 4:00:00 PM,0,-7.210512E-02
7601,11/13/2002 5:00:00 PM,0,0
7602,11/13/2002 6:00:00 PM,0,0
7603,11/13/2002 7:00:00 PM,0,0
7604,11/13/2002 8:00:00 PM,0,0
7605,11/13/2002 9:00:00 PM,0,0
7606,11/13/2002 10:00:00 PM,0,0
7607,11/13/2002 11:00:00 PM,0,0
7608,11/14/2002,0,0
7609,11/14/2002 1:00:00 AM,0,-1.707574
7610,11/14/2002 2:00:00 AM,0,-0.1058298
7611,11/14/2002 3:00:00 AM,0,0
7612,11/14/2002 4:00:00 AM,0,0
7613,11/14/2002 5:00:00 AM,0,0
7614,11/14/2002 6:00:00 AM,0,-9.278617E-02
7615,11/14/2002 7:00:00 AM,0,0
7616,11/14/2002 8:00:00 AM,0,0
7617,11/14/2002 9:00:00 AM,0,0
7618,11/14/2002 10:00:00 AM,0,0
7619,11/14/2002 11:00:00 AM,0,-1.857486
7620,11/14/2002 12:00:00 PM,0,-1.3253
7621,11/14/2002 1:00:00 PM,0,-1.10743
7622,11/14/2002 2:00:00 PM,0,-0.9537479
7623,11/14/2002 3:00:00 PM,0,-0.7861498
7624,11/14/2002 4:00:00 PM,0,0
7625,11/14/2002 5:00:00 PM,0,0
7626,11/14/2002 6:00:00 PM,0,0
7627,11/14/2002 7:00:00 PM,0,0
7628,11/14/2002 8:00:00 PM,0,0
7629,11/14/2002 9:00:00 PM,0,0
7630,11/14/2002 10:00:00 PM,0,0
7631,11/14/2002 11:00:00 PM,0,0
7632,11/15/2002,0,0
7633,11/15/2002 1:00:00 AM,0,-1.652702
7634,11/15/2002 2:00:00 AM,0,-0.9550382
7635,11/15/2002 3:00:00 AM,0,-5.803927E-02
7636,11/15/2002 4:00:00 AM,0,0
7637,11/15/2002 5:00:00 AM,0,0
7638,11/15/2002 6:00:00 AM,0,-6.435459E-02
7639,11/15/2002 7:00:00 AM,0,0
7640,11/15/2002 8:00:00 AM,0,0
7641,11/15/2002 9:00:00 AM,0,0
7642,11/15/2002 10:00:00 AM,0,0
7643,11/15/2002 11:00:00 AM,0,-1.192704
7644,11/15/2002 12:00:00 PM,0,-0.8064995
7645,11/15/2002 1:00:00 PM,0,-0.6649633
7646,11/15/2002 2:00:00 PM,0,-0.5865128
7647,11/15/2002 3:00:00 PM,0,-0.5061214
7648,11/15/2002 4:00:00 PM,0,-9.433992E-02
7649,11/15/2002 5:00:00 PM,0,0
7650,11/15/2002 6:00:00 PM,0,0
7651,11/15/2002 7:00:00 PM,0,0
7652,11/15/2002 8:00:00 PM,0,0
7653,11/15/2002 9:00:00 PM,0,0
7654,11/15/2002 10:00:00 PM,0,0
7655,11/15/2002 11:00:00 PM,0,0
7656,11/16/2002,0,0
7657,11/16/2002 1:00:00 AM,0,-1.293322
7658,11/16/2002 2:00:00 AM,0,-0.9982976
7659,11/16/2002 3:00:00 AM,0,-0.8580661
7660,11/16/2002 4:00:00 AM,0,-0.8715323
7661,11/16/2002 5:00:00 AM,0,-0.8172619
7662,11/16/2002 6:00:00 AM,0,0
7663,11/16/2002 7:00:00 AM,0,0
7664,11/16/2002 8:00:00 AM,0,-0.1161927
7665,11/16/2002 9:00:00 AM,0,0
7666,11/16/2002 10:00:00 AM,0,0
7667,11/16/2002 11:00:00 AM,0,0
7668,11/16/2002 12:00:00 PM,0,0
7669,11/16/2002 1:00:00 PM,0,-1.602427
7670,11/16/2002 2:00:00 PM,0,-1.63245
7671,11/16/2002 3:00:00 PM,0,-1.526356
7672,11/16/2002 4:00:00 PM,0,-0.4431508
7673,11/16/2002 5:00:00 PM,0,0
7674,11/16/2002 6:00:00 PM,0,0
7675,11/16/2002 7:00:00 PM,0,0
7676,11/16/2002 8:00:00 PM,0,0
7677,11/16/2002 9:00:00 PM,0,0
7678,11/16/2002 10:00:00 PM,0,-1.366887
7679,11/16/2002 11:00:00 PM,0,-1.126587
7680,11/17/2002,0,-1.000153
7681,11/17/2002 1:00:00 AM,0,-0.9491885
7682,11/17/2002 2:00:00 AM,0,-0.9453466
7683,11/17/2002 3:00:00 AM,0,-0.9538933
7684,11/17/2002 4:00:00 AM,0,-0.9298422
7685,11/17/2002 5:00:00 AM,0,-0.9097091
7686,11/17/2002 6:00:00 AM,0,-0.3132428
7687,11/17/2002 7:00:00 AM,0,0
7688,11/17/2002 8:00:00 AM,0,-0.1029851
7689,11/17/2002 9:00:00 AM,0,0
7690,11/17/2002 10:00:00 AM,0,0
7691,11/17/2002 11:00:00 AM,0,0
7692,11/17/2002 12:00:00 PM,0,0
7693,11/17/2002 1:00:00 PM,0,0
7694,11/17/2002 2:00:00 PM,0,0
7695,11/17/2002 3:00:00 PM,0,0
7696,11/17/2002 4:00:00 PM,0,0
7697,11/17/2002 5:00:00 PM,0,0
7698,11/17/2002 6:00:00 PM,0,0
7699,11/17/2002 7:00:00 PM,0,0
7700,11/17/2002 8:00:00 PM,0,0
7701,11/17/2002 9:00:00 PM,0,0
7702,11/17/2002 10:00:00 PM,0,-1.222021
7703,11/17/2002 11:00:00 PM,0,-1.021152
7704,11/18/2002,0,-0.9003738
7705,11/18/2002 1:00:00 AM,0,-0.785483
7706,11/18/2002 2:00:00 AM,0,-0.6778286
7707,11/18/2002 3:00:00 AM,0,-0.3060948
7708,11/18/2002 4:00:00 AM,0,0
7709,11/18/2002 5:00:00 AM,0,0
7710,11/18/2002 6:00:00 AM,0,-5.819934E-02
7711,11/18/2002 7:00:00 AM,0,0
7712,11/18/2002 8:00:00 AM,0,0
7713,11/18/2002 9:00:00 AM,0,0
7714,11/18/2002 10:00:00 AM,0,0
7715,11/18/2002 11:00:00 AM,0,-1.28932
7716,11/18/2002 12:00:00 PM,0,0
7717,11/18/2002 1:00:00 PM,0,0
7718,11/18/2002 2:00:00 PM,0,0
7719,11/18/2002 3:00:00 PM,0,0
7720,11/18/2002 4:00:00 PM,0,0
7721,11/18/2002 5:00:00 PM,0,0
7722,11/18/2002 6:00:00 PM,0,0
7723,11/18/2002 7:00:00 PM,0,0
7724,11/18/2002 8:00:00 PM,0,0
7725,11/18/2002 9:00:00 PM,0,0
7726,11/18/2002 10:00:00 PM,0,0
7727,11/18/2002 11:00:00 PM,0,0
7728,11/19/2002,0,0
7729,11/19/2002 1:00:00 AM,0,-0.9446461
7730,11/19/2002 2:00:00 AM,0,0
7731,11/19/2002 3:00:00 AM,0,0
7732,11/19/2002 4:00:00 AM,0,0
7733,11/19/2002 5:00:00 AM,0,0
7734,11/19/2002 6:00:00 AM,0,0
7735,11/19/2002 7:00:00 AM,0,0
7736,11/19/2002 8:00:00 AM,0,0
7737,11/19/2002 9:00:00 AM,0,0
7738,11/19/2002 10:00:00 AM,0,0
7739,11/19/2002 11:00:00 AM,0,-2.044527
7740,11/19/2002 12:00:00 PM,0,-1.134322
7741,11/19/2002 1:00:00 PM,0,-1.480258
7742,11/19/2002 2:00:00 PM,0,-1.374146
7743,11/19/2002 3:00:00 PM,0,-1.234822
7744,11/19/2002 4:00:00 PM,0,-6.094043E-02
7745,11/19/2002 5:00:00 PM,0,0
7746,11/19/2002 6:00:00 PM,0,0
7747,11/19/2002 7:00:00 PM,0,0
7748,11/19/2002 8:00:00 PM,0,0
7749,11/19/2002 9:00:00 PM,0,0
7750,11/19/2002 10:00:00 PM,0,0
