0,,kBtu/h,kBtu/h
1,1/1/2002 1:00:00 AM,0,-1.678917
2,1/1/2002 2:00:00 AM,0,0
3,1/1/2002 3:00:00 AM,0,0
4,1/1/2002 4:00:00 AM,0,0
5,1/1/2002 5:00:00 AM,0,0
6,1/1/2002 6:00:00 AM,0,0
7,1/1/2002 7:00:00 AM,0,0
8,1/1/2002 8:00:00 AM,0,0
9,1/1/2002 9:00:00 AM,0,0
10,1/1/2002 10:00:00 AM,0,0
11,1/1/2002 11:00:00 AM,0,-1.601905
12,1/1/2002 12:00:00 PM,0,-0.1388439
13,1/1/2002 1:00:00 PM,0,0
14,1/1/2002 2:00:00 PM,0,0
15,1/1/2002 3:00:00 PM,0,0
16,1/1/2002 4:00:00 PM,0,-0.0765077
17,1/1/2002 5:00:00 PM,0,0
18,1/1/2002 6:00:00 PM,0,0
19,1/1/2002 7:00:00 PM,0,0
20,1/1/2002 8:00:00 PM,0,0
21,1/1/2002 9:00:00 PM,0,0
22,1/1/2002 10:00:00 PM,0,0
23,1/1/2002 11:00:00 PM,0,0
24,1/2/2002,0,0
25,1/2/2002 1:00:00 AM,0,-1.471416
26,1/2/2002 2:00:00 AM,0,0
27,1/2/2002 3:00:00 AM,0,0
28,1/2/2002 4:00:00 AM,0,0
29,1/2/2002 5:00:00 AM,0,0
30,1/2/2002 6:00:00 AM,0,0
31,1/2/2002 7:00:00 AM,0,0
32,1/2/2002 8:00:00 AM,0,0
33,1/2/2002 9:00:00 AM,0,0
34,1/2/2002 10:00:00 AM,0,0
35,1/2/2002 11:00:00 AM,0,-1.196836
36,1/2/2002 12:00:00 PM,0,0
37,1/2/2002 1:00:00 PM,0,0
38,1/2/2002 2:00:00 PM,0,0
39,1/2/2002 3:00:00 PM,0,0
40,1/2/2002 4:00:00 PM,0,-5.968594E-02
41,1/2/2002 5:00:00 PM,0,0
42,1/2/2002 6:00:00 PM,0,0
43,1/2/2002 7:00:00 PM,0,0
44,1/2/2002 8:00:00 PM,0,0
45,1/2/2002 9:00:00 PM,0,0
46,1/2/2002 10:00:00 PM,0,0
47,1/2/2002 11:00:00 PM,0,0
48,1/3/2002,0,0
49,1/3/2002 1:00:00 AM,0,-1.145324
50,1/3/2002 2:00:00 AM,0,-1.573168E-02
51,1/3/2002 3:00:00 AM,0,0
52,1/3/2002 4:00:00 AM,0,0
53,1/3/2002 5:00:00 AM,0,0
54,1/3/2002 6:00:00 AM,0,0
55,1/3/2002 7:00:00 AM,0,0
56,1/3/2002 8:00:00 AM,0,0
57,1/3/2002 9:00:00 AM,0,0
58,1/3/2002 10:00:00 AM,0,0
59,1/3/2002 11:00:00 AM,0,-0.7767223
60,1/3/2002 12:00:00 PM,0,0
61,1/3/2002 1:00:00 PM,0,0
62,1/3/2002 2:00:00 PM,0,0
63,1/3/2002 3:00:00 PM,0,0
64,1/3/2002 4:00:00 PM,0,0
65,1/3/2002 5:00:00 PM,0,0
66,1/3/2002 6:00:00 PM,0,0
67,1/3/2002 7:00:00 PM,0,0
68,1/3/2002 8:00:00 PM,0,0
69,1/3/2002 9:00:00 PM,0,0
70,1/3/2002 10:00:00 PM,0,0
71,1/3/2002 11:00:00 PM,0,0
72,1/4/2002,0,0
73,1/4/2002 1:00:00 AM,0,-0.9556147
74,1/4/2002 2:00:00 AM,0,0
75,1/4/2002 3:00:00 AM,0,0
76,1/4/2002 4:00:00 AM,0,0
77,1/4/2002 5:00:00 AM,0,0
78,1/4/2002 6:00:00 AM,0,0
79,1/4/2002 7:00:00 AM,0,0
80,1/4/2002 8:00:00 AM,0,0
81,1/4/2002 9:00:00 AM,0,0
82,1/4/2002 10:00:00 AM,0,0
83,1/4/2002 11:00:00 AM,0,-0.903267
84,1/4/2002 12:00:00 PM,0,0
85,1/4/2002 1:00:00 PM,0,0
86,1/4/2002 2:00:00 PM,0,0
87,1/4/2002 3:00:00 PM,0,0
88,1/4/2002 4:00:00 PM,0,0
89,1/4/2002 5:00:00 PM,0,0
90,1/4/2002 6:00:00 PM,0,0
91,1/4/2002 7:00:00 PM,0,0
92,1/4/2002 8:00:00 PM,0,0
93,1/4/2002 9:00:00 PM,0,0
94,1/4/2002 10:00:00 PM,0,0
95,1/4/2002 11:00:00 PM,0,0
96,1/5/2002,0,0
97,1/5/2002 1:00:00 AM,0,-1.419084
98,1/5/2002 2:00:00 AM,0,0
99,1/5/2002 3:00:00 AM,0,0
100,1/5/2002 4:00:00 AM,0,0
101,1/5/2002 5:00:00 AM,0,0
102,1/5/2002 6:00:00 AM,0,0
103,1/5/2002 7:00:00 AM,0,0
104,1/5/2002 8:00:00 AM,0,0
105,1/5/2002 9:00:00 AM,0,0
106,1/5/2002 10:00:00 AM,0,0
107,1/5/2002 11:00:00 AM,0,0
108,1/5/2002 12:00:00 PM,0,0
109,1/5/2002 1:00:00 PM,0,0
110,1/5/2002 2:00:00 PM,0,0
111,1/5/2002 3:00:00 PM,0,0
112,1/5/2002 4:00:00 PM,0,0
113,1/5/2002 5:00:00 PM,0,0
114,1/5/2002 6:00:00 PM,0,0
115,1/5/2002 7:00:00 PM,0,0
116,1/5/2002 8:00:00 PM,0,0
117,1/5/2002 9:00:00 PM,0,0
118,1/5/2002 10:00:00 PM,0,-1.428419
119,1/5/2002 11:00:00 PM,0,-0.1024086
120,1/6/2002,0,0
121,1/6/2002 1:00:00 AM,0,0
122,1/6/2002 2:00:00 AM,0,0
123,1/6/2002 3:00:00 AM,0,0
124,1/6/2002 4:00:00 AM,0,0
125,1/6/2002 5:00:00 AM,0,0
126,1/6/2002 6:00:00 AM,0,0
127,1/6/2002 7:00:00 AM,0,0
128,1/6/2002 8:00:00 AM,0,0
129,1/6/2002 9:00:00 AM,0,0
130,1/6/2002 10:00:00 AM,0,0
131,1/6/2002 11:00:00 AM,0,0
132,1/6/2002 12:00:00 PM,0,0
133,1/6/2002 1:00:00 PM,0,0
134,1/6/2002 2:00:00 PM,0,0
135,1/6/2002 3:00:00 PM,0,0
136,1/6/2002 4:00:00 PM,0,0
137,1/6/2002 5:00:00 PM,0,0
138,1/6/2002 6:00:00 PM,0,0
139,1/6/2002 7:00:00 PM,0,0
140,1/6/2002 8:00:00 PM,0,0
141,1/6/2002 9:00:00 PM,0,0
142,1/6/2002 10:00:00 PM,0,-1.840835
143,1/6/2002 11:00:00 PM,0,-0.8542859
144,1/7/2002,0,0
145,1/7/2002 1:00:00 AM,0,0
146,1/7/2002 2:00:00 AM,0,0
147,1/7/2002 3:00:00 AM,0,0
148,1/7/2002 4:00:00 AM,0,0
149,1/7/2002 5:00:00 AM,0,0
150,1/7/2002 6:00:00 AM,0,-0.0730287
151,1/7/2002 7:00:00 AM,0,0
152,1/7/2002 8:00:00 AM,0,0
153,1/7/2002 9:00:00 AM,0,0
154,1/7/2002 10:00:00 AM,0,0
155,1/7/2002 11:00:00 AM,0,-1.471094
156,1/7/2002 12:00:00 PM,0,-0.2017323
157,1/7/2002 1:00:00 PM,0,0
158,1/7/2002 2:00:00 PM,0,0
159,1/7/2002 3:00:00 PM,0,0
160,1/7/2002 4:00:00 PM,0,-6.496216E-02
161,1/7/2002 5:00:00 PM,0,0
162,1/7/2002 6:00:00 PM,0,0
163,1/7/2002 7:00:00 PM,0,0
164,1/7/2002 8:00:00 PM,0,0
165,1/7/2002 9:00:00 PM,0,0
166,1/7/2002 10:00:00 PM,0,0
167,1/7/2002 11:00:00 PM,0,0
168,1/8/2002,0,0
169,1/8/2002 1:00:00 AM,0,-1.392763
170,1/8/2002 2:00:00 AM,0,0
171,1/8/2002 3:00:00 AM,0,0
172,1/8/2002 4:00:00 AM,0,0
173,1/8/2002 5:00:00 AM,0,0
174,1/8/2002 6:00:00 AM,0,0
175,1/8/2002 7:00:00 AM,0,0
176,1/8/2002 8:00:00 AM,0,0
177,1/8/2002 9:00:00 AM,0,0
178,1/8/2002 10:00:00 AM,0,0
179,1/8/2002 11:00:00 AM,0,-0.4270551
180,1/8/2002 12:00:00 PM,0,0
181,1/8/2002 1:00:00 PM,0,0
182,1/8/2002 2:00:00 PM,0,0
183,1/8/2002 3:00:00 PM,0,0
184,1/8/2002 4:00:00 PM,0,0
185,1/8/2002 5:00:00 PM,0,0
186,1/8/2002 6:00:00 PM,0,0
187,1/8/2002 7:00:00 PM,0,0
188,1/8/2002 8:00:00 PM,0,0
189,1/8/2002 9:00:00 PM,0,0
190,1/8/2002 10:00:00 PM,0,0
191,1/8/2002 11:00:00 PM,0,0
192,1/9/2002,0,0
193,1/9/2002 1:00:00 AM,0,-0.514136
194,1/9/2002 2:00:00 AM,0,0
195,1/9/2002 3:00:00 AM,0,0
196,1/9/2002 4:00:00 AM,0,0
197,1/9/2002 5:00:00 AM,0,0
198,1/9/2002 6:00:00 AM,0,0
199,1/9/2002 7:00:00 AM,0,0
200,1/9/2002 8:00:00 AM,0,0
201,1/9/2002 9:00:00 AM,0,0
202,1/9/2002 10:00:00 AM,0,0
203,1/9/2002 11:00:00 AM,0,-0.9161021
204,1/9/2002 12:00:00 PM,0,0
205,1/9/2002 1:00:00 PM,0,0
206,1/9/2002 2:00:00 PM,0,0
207,1/9/2002 3:00:00 PM,0,0
208,1/9/2002 4:00:00 PM,0,0
209,1/9/2002 5:00:00 PM,0,0
210,1/9/2002 6:00:00 PM,0,0
211,1/9/2002 7:00:00 PM,0,0
212,1/9/2002 8:00:00 PM,0,0
213,1/9/2002 9:00:00 PM,0,0
214,1/9/2002 10:00:00 PM,0,0
215,1/9/2002 11:00:00 PM,0,0
216,1/10/2002,0,0
217,1/10/2002 1:00:00 AM,0,-1.060986
218,1/10/2002 2:00:00 AM,0,0
219,1/10/2002 3:00:00 AM,0,0
220,1/10/2002 4:00:00 AM,0,0
221,1/10/2002 5:00:00 AM,0,0
222,1/10/2002 6:00:00 AM,0,0
223,1/10/2002 7:00:00 AM,0,0
224,1/10/2002 8:00:00 AM,0,0
225,1/10/2002 9:00:00 AM,0,0
226,1/10/2002 10:00:00 AM,0,0
227,1/10/2002 11:00:00 AM,0,-1.14096
228,1/10/2002 12:00:00 PM,0,0
229,1/10/2002 1:00:00 PM,0,0
230,1/10/2002 2:00:00 PM,0,0
231,1/10/2002 3:00:00 PM,0,0
232,1/10/2002 4:00:00 PM,0,-0.0376448
233,1/10/2002 5:00:00 PM,0,0
234,1/10/2002 6:00:00 PM,0,0
235,1/10/2002 7:00:00 PM,0,0
236,1/10/2002 8:00:00 PM,0,0
237,1/10/2002 9:00:00 PM,0,0
238,1/10/2002 10:00:00 PM,0,0
239,1/10/2002 11:00:00 PM,0,0
240,1/11/2002,0,0
241,1/11/2002 1:00:00 AM,0,-1.686565
242,1/11/2002 2:00:00 AM,0,0
243,1/11/2002 3:00:00 AM,0,0
244,1/11/2002 4:00:00 AM,0,0
245,1/11/2002 5:00:00 AM,0,0
246,1/11/2002 6:00:00 AM,0,0
247,1/11/2002 7:00:00 AM,0,0
248,1/11/2002 8:00:00 AM,0,0
249,1/11/2002 9:00:00 AM,0,0
250,1/11/2002 10:00:00 AM,0,0
251,1/11/2002 11:00:00 AM,0,-1.034085
252,1/11/2002 12:00:00 PM,0,0
253,1/11/2002 1:00:00 PM,0,0
254,1/11/2002 2:00:00 PM,0,0
255,1/11/2002 3:00:00 PM,0,0
256,1/11/2002 4:00:00 PM,0,0
257,1/11/2002 5:00:00 PM,0,0
258,1/11/2002 6:00:00 PM,0,0
259,1/11/2002 7:00:00 PM,0,0
260,1/11/2002 8:00:00 PM,0,0
261,1/11/2002 9:00:00 PM,0,0
262,1/11/2002 10:00:00 PM,0,0
263,1/11/2002 11:00:00 PM,0,0
264,1/12/2002,0,0
265,1/12/2002 1:00:00 AM,0,-1.203839
266,1/12/2002 2:00:00 AM,0,0
267,1/12/2002 3:00:00 AM,0,0
268,1/12/2002 4:00:00 AM,0,0
269,1/12/2002 5:00:00 AM,0,0
270,1/12/2002 6:00:00 AM,0,0
271,1/12/2002 7:00:00 AM,0,0
272,1/12/2002 8:00:00 AM,0,0
273,1/12/2002 9:00:00 AM,0,0
274,1/12/2002 10:00:00 AM,0,0
275,1/12/2002 11:00:00 AM,0,0
276,1/12/2002 12:00:00 PM,0,0
277,1/12/2002 1:00:00 PM,0,0
278,1/12/2002 2:00:00 PM,0,0
279,1/12/2002 3:00:00 PM,0,0
280,1/12/2002 4:00:00 PM,0,0
281,1/12/2002 5:00:00 PM,0,0
282,1/12/2002 6:00:00 PM,0,0
283,1/12/2002 7:00:00 PM,0,0
284,1/12/2002 8:00:00 PM,0,0
285,1/12/2002 9:00:00 PM,0,0
286,1/12/2002 10:00:00 PM,0,-1.801656
287,1/12/2002 11:00:00 PM,0,-0.9007587
288,1/13/2002,0,0
289,1/13/2002 1:00:00 AM,0,0
290,1/13/2002 2:00:00 AM,0,0
291,1/13/2002 3:00:00 AM,0,0
292,1/13/2002 4:00:00 AM,0,0
293,1/13/2002 5:00:00 AM,0,0
294,1/13/2002 6:00:00 AM,0,0
295,1/13/2002 7:00:00 AM,0,0
296,1/13/2002 8:00:00 AM,0,0
297,1/13/2002 9:00:00 AM,0,0
298,1/13/2002 10:00:00 AM,0,0
299,1/13/2002 11:00:00 AM,0,0
300,1/13/2002 12:00:00 PM,0,0
301,1/13/2002 1:00:00 PM,0,0
302,1/13/2002 2:00:00 PM,0,0
303,1/13/2002 3:00:00 PM,0,0
304,1/13/2002 4:00:00 PM,0,0
305,1/13/2002 5:00:00 PM,0,0
306,1/13/2002 6:00:00 PM,0,0
307,1/13/2002 7:00:00 PM,0,0
308,1/13/2002 8:00:00 PM,0,0
309,1/13/2002 9:00:00 PM,0,0
310,1/13/2002 10:00:00 PM,0,-1.619547
311,1/13/2002 11:00:00 PM,0,-1.015377
312,1/14/2002,0,0
313,1/14/2002 1:00:00 AM,0,0
314,1/14/2002 2:00:00 AM,0,0
315,1/14/2002 3:00:00 AM,0,0
316,1/14/2002 4:00:00 AM,0,0
317,1/14/2002 5:00:00 AM,0,0
318,1/14/2002 6:00:00 AM,0,-7.072748E-02
319,1/14/2002 7:00:00 AM,0,0
320,1/14/2002 8:00:00 AM,0,0
321,1/14/2002 9:00:00 AM,0,0
322,1/14/2002 10:00:00 AM,0,0
323,1/14/2002 11:00:00 AM,0,-1.242107
324,1/14/2002 12:00:00 PM,0,0
325,1/14/2002 1:00:00 PM,0,0
326,1/14/2002 2:00:00 PM,0,0
327,1/14/2002 3:00:00 PM,0,0
328,1/14/2002 4:00:00 PM,0,-6.506667E-02
329,1/14/2002 5:00:00 PM,0,0
330,1/14/2002 6:00:00 PM,0,0
331,1/14/2002 7:00:00 PM,0,0
332,1/14/2002 8:00:00 PM,0,0
333,1/14/2002 9:00:00 PM,0,0
334,1/14/2002 10:00:00 PM,0,0
335,1/14/2002 11:00:00 PM,0,0
336,1/15/2002,0,0
337,1/15/2002 1:00:00 AM,0,-1.451915
338,1/15/2002 2:00:00 AM,0,-0.2711394
339,1/15/2002 3:00:00 AM,0,0
340,1/15/2002 4:00:00 AM,0,0
341,1/15/2002 5:00:00 AM,0,0
342,1/15/2002 6:00:00 AM,0,0
343,1/15/2002 7:00:00 AM,0,0
344,1/15/2002 8:00:00 AM,0,0
345,1/15/2002 9:00:00 AM,0,0
346,1/15/2002 10:00:00 AM,0,0
347,1/15/2002 11:00:00 AM,0,-1.379076
348,1/15/2002 12:00:00 PM,0,0
349,1/15/2002 1:00:00 PM,0,0
350,1/15/2002 2:00:00 PM,0,0
351,1/15/2002 3:00:00 PM,0,0
352,1/15/2002 4:00:00 PM,0,0
353,1/15/2002 5:00:00 PM,0,0
354,1/15/2002 6:00:00 PM,0,0
355,1/15/2002 7:00:00 PM,0,0
356,1/15/2002 8:00:00 PM,0,0
357,1/15/2002 9:00:00 PM,0,0
358,1/15/2002 10:00:00 PM,0,0
359,1/15/2002 11:00:00 PM,0,0
360,1/16/2002,0,0
361,1/16/2002 1:00:00 AM,0,-1.475392
362,1/16/2002 2:00:00 AM,0,0
363,1/16/2002 3:00:00 AM,0,0
364,1/16/2002 4:00:00 AM,0,0
365,1/16/2002 5:00:00 AM,0,0
366,1/16/2002 6:00:00 AM,0,0
367,1/16/2002 7:00:00 AM,0,0
368,1/16/2002 8:00:00 AM,0,0
369,1/16/2002 9:00:00 AM,0,0
370,1/16/2002 10:00:00 AM,0,0
371,1/16/2002 11:00:00 AM,0,-1.127456
372,1/16/2002 12:00:00 PM,0,0
373,1/16/2002 1:00:00 PM,0,0
374,1/16/2002 2:00:00 PM,0,0
375,1/16/2002 3:00:00 PM,0,0
376,1/16/2002 4:00:00 PM,0,0
377,1/16/2002 5:00:00 PM,0,0
378,1/16/2002 6:00:00 PM,0,0
379,1/16/2002 7:00:00 PM,0,0
380,1/16/2002 8:00:00 PM,0,0
381,1/16/2002 9:00:00 PM,0,0
382,1/16/2002 10:00:00 PM,0,0
383,1/16/2002 11:00:00 PM,0,0
384,1/17/2002,0,0
385,1/17/2002 1:00:00 AM,0,-1.047854
386,1/17/2002 2:00:00 AM,0,0
387,1/17/2002 3:00:00 AM,0,0
388,1/17/2002 4:00:00 AM,0,0
389,1/17/2002 5:00:00 AM,0,0
390,1/17/2002 6:00:00 AM,0,0
391,1/17/2002 7:00:00 AM,0,0
392,1/17/2002 8:00:00 AM,0,0
393,1/17/2002 9:00:00 AM,0,0
394,1/17/2002 10:00:00 AM,0,0
395,1/17/2002 11:00:00 AM,0,-0.8814825
396,1/17/2002 12:00:00 PM,0,0
397,1/17/2002 1:00:00 PM,0,0
398,1/17/2002 2:00:00 PM,0,0
399,1/17/2002 3:00:00 PM,0,0
400,1/17/2002 4:00:00 PM,0,-8.231016E-02
401,1/17/2002 5:00:00 PM,0,0
402,1/17/2002 6:00:00 PM,0,0
403,1/17/2002 7:00:00 PM,0,0
404,1/17/2002 8:00:00 PM,0,0
405,1/17/2002 9:00:00 PM,0,0
406,1/17/2002 10:00:00 PM,0,0
407,1/17/2002 11:00:00 PM,0,0
408,1/18/2002,0,0
409,1/18/2002 1:00:00 AM,0,-0.8847344
410,1/18/2002 2:00:00 AM,0,0
411,1/18/2002 3:00:00 AM,0,0
412,1/18/2002 4:00:00 AM,0,0
413,1/18/2002 5:00:00 AM,0,0
414,1/18/2002 6:00:00 AM,0,0
415,1/18/2002 7:00:00 AM,0,0
416,1/18/2002 8:00:00 AM,0,0
417,1/18/2002 9:00:00 AM,0,0
418,1/18/2002 10:00:00 AM,0,0
419,1/18/2002 11:00:00 AM,0,-1.053341
420,1/18/2002 12:00:00 PM,0,0
421,1/18/2002 1:00:00 PM,0,0
422,1/18/2002 2:00:00 PM,0,0
423,1/18/2002 3:00:00 PM,0,0
424,1/18/2002 4:00:00 PM,0,0
425,1/18/2002 5:00:00 PM,0,0
426,1/18/2002 6:00:00 PM,0,0
427,1/18/2002 7:00:00 PM,0,0
428,1/18/2002 8:00:00 PM,0,0
429,1/18/2002 9:00:00 PM,0,0
430,1/18/2002 10:00:00 PM,0,0
431,1/18/2002 11:00:00 PM,0,0
432,1/19/2002,0,0
433,1/19/2002 1:00:00 AM,0,-1.321231
434,1/19/2002 2:00:00 AM,0,0
435,1/19/2002 3:00:00 AM,0,0
436,1/19/2002 4:00:00 AM,0,0
437,1/19/2002 5:00:00 AM,0,0
438,1/19/2002 6:00:00 AM,0,0
439,1/19/2002 7:00:00 AM,0,0
440,1/19/2002 8:00:00 AM,0,0
441,1/19/2002 9:00:00 AM,0,0
442,1/19/2002 10:00:00 AM,0,0
443,1/19/2002 11:00:00 AM,0,0
444,1/19/2002 12:00:00 PM,0,0
445,1/19/2002 1:00:00 PM,0,0
446,1/19/2002 2:00:00 PM,0,0
447,1/19/2002 3:00:00 PM,0,0
448,1/19/2002 4:00:00 PM,0,0
449,1/19/2002 5:00:00 PM,0,0
450,1/19/2002 6:00:00 PM,0,0
451,1/19/2002 7:00:00 PM,0,0
452,1/19/2002 8:00:00 PM,0,0
453,1/19/2002 9:00:00 PM,0,0
454,1/19/2002 10:00:00 PM,0,-1.579278
455,1/19/2002 11:00:00 PM,0,0
456,1/20/2002,0,0
457,1/20/2002 1:00:00 AM,0,0
458,1/20/2002 2:00:00 AM,0,0
459,1/20/2002 3:00:00 AM,0,0
460,1/20/2002 4:00:00 AM,0,0
461,1/20/2002 5:00:00 AM,0,0
462,1/20/2002 6:00:00 AM,0,0
463,1/20/2002 7:00:00 AM,0,0
464,1/20/2002 8:00:00 AM,0,0
465,1/20/2002 9:00:00 AM,0,0
466,1/20/2002 10:00:00 AM,0,0
467,1/20/2002 11:00:00 AM,0,0
468,1/20/2002 12:00:00 PM,0,0
469,1/20/2002 1:00:00 PM,0,0
470,1/20/2002 2:00:00 PM,0,0
471,1/20/2002 3:00:00 PM,0,0
472,1/20/2002 4:00:00 PM,0,0
473,1/20/2002 5:00:00 PM,0,0
474,1/20/2002 6:00:00 PM,0,0
475,1/20/2002 7:00:00 PM,0,0
476,1/20/2002 8:00:00 PM,0,0
477,1/20/2002 9:00:00 PM,0,0
478,1/20/2002 10:00:00 PM,0,-1.510818
479,1/20/2002 11:00:00 PM,0,-0.2812575
480,1/21/2002,0,0
481,1/21/2002 1:00:00 AM,0,0
482,1/21/2002 2:00:00 AM,0,0
483,1/21/2002 3:00:00 AM,0,0
484,1/21/2002 4:00:00 AM,0,0
485,1/21/2002 5:00:00 AM,0,0
486,1/21/2002 6:00:00 AM,0,0
487,1/21/2002 7:00:00 AM,0,0
488,1/21/2002 8:00:00 AM,0,0
489,1/21/2002 9:00:00 AM,0,0
490,1/21/2002 10:00:00 AM,0,0
491,1/21/2002 11:00:00 AM,0,-1.498605
492,1/21/2002 12:00:00 PM,0,0
493,1/21/2002 1:00:00 PM,0,0
494,1/21/2002 2:00:00 PM,0,0
495,1/21/2002 3:00:00 PM,0,0
496,1/21/2002 4:00:00 PM,0,-1.798879E-02
497,1/21/2002 5:00:00 PM,0,0
498,1/21/2002 6:00:00 PM,0,0
499,1/21/2002 7:00:00 PM,0,0
500,1/21/2002 8:00:00 PM,0,0
501,1/21/2002 9:00:00 PM,0,0
502,1/21/2002 10:00:00 PM,0,0
503,1/21/2002 11:00:00 PM,0,0
504,1/22/2002,0,0
505,1/22/2002 1:00:00 AM,0,-1.582855
506,1/22/2002 2:00:00 AM,0,0
507,1/22/2002 3:00:00 AM,0,0
508,1/22/2002 4:00:00 AM,0,0
509,1/22/2002 5:00:00 AM,0,0
510,1/22/2002 6:00:00 AM,0,0
511,1/22/2002 7:00:00 AM,0,0
512,1/22/2002 8:00:00 AM,0,0
513,1/22/2002 9:00:00 AM,0,0
514,1/22/2002 10:00:00 AM,0,0
515,1/22/2002 11:00:00 AM,0,-1.525187
516,1/22/2002 12:00:00 PM,0,-0.1206035
517,1/22/2002 1:00:00 PM,0,0
518,1/22/2002 2:00:00 PM,0,0
519,1/22/2002 3:00:00 PM,0,0
520,1/22/2002 4:00:00 PM,0,-6.880845E-02
521,1/22/2002 5:00:00 PM,0,0
522,1/22/2002 6:00:00 PM,0,0
523,1/22/2002 7:00:00 PM,0,0
524,1/22/2002 8:00:00 PM,0,0
525,1/22/2002 9:00:00 PM,0,0
526,1/22/2002 10:00:00 PM,0,0
527,1/22/2002 11:00:00 PM,0,0
528,1/23/2002,0,0
529,1/23/2002 1:00:00 AM,0,-1.408405
530,1/23/2002 2:00:00 AM,0,0
531,1/23/2002 3:00:00 AM,0,0
532,1/23/2002 4:00:00 AM,0,0
533,1/23/2002 5:00:00 AM,0,0
534,1/23/2002 6:00:00 AM,0,0
535,1/23/2002 7:00:00 AM,0,0
536,1/23/2002 8:00:00 AM,0,0
537,1/23/2002 9:00:00 AM,0,0
538,1/23/2002 10:00:00 AM,0,0
539,1/23/2002 11:00:00 AM,0,-0.9734958
540,1/23/2002 12:00:00 PM,0,0
541,1/23/2002 1:00:00 PM,0,0
542,1/23/2002 2:00:00 PM,0,0
543,1/23/2002 3:00:00 PM,0,0
544,1/23/2002 4:00:00 PM,0,-5.050158E-02
545,1/23/2002 5:00:00 PM,0,0
546,1/23/2002 6:00:00 PM,0,0
547,1/23/2002 7:00:00 PM,0,0
548,1/23/2002 8:00:00 PM,0,0
549,1/23/2002 9:00:00 PM,0,0
550,1/23/2002 10:00:00 PM,0,0
551,1/23/2002 11:00:00 PM,0,0
552,1/24/2002,0,0
553,1/24/2002 1:00:00 AM,0,-1.116864
554,1/24/2002 2:00:00 AM,0,0
555,1/24/2002 3:00:00 AM,0,0
556,1/24/2002 4:00:00 AM,0,0
557,1/24/2002 5:00:00 AM,0,0
558,1/24/2002 6:00:00 AM,0,0
559,1/24/2002 7:00:00 AM,0,0
560,1/24/2002 8:00:00 AM,0,0
561,1/24/2002 9:00:00 AM,0,0
562,1/24/2002 10:00:00 AM,0,0
563,1/24/2002 11:00:00 AM,0,-1.009506
564,1/24/2002 12:00:00 PM,0,0
565,1/24/2002 1:00:00 PM,0,0
566,1/24/2002 2:00:00 PM,0,0
567,1/24/2002 3:00:00 PM,0,0
568,1/24/2002 4:00:00 PM,0,0
569,1/24/2002 5:00:00 PM,0,0
570,1/24/2002 6:00:00 PM,0,0
571,1/24/2002 7:00:00 PM,0,0
572,1/24/2002 8:00:00 PM,0,0
573,1/24/2002 9:00:00 PM,0,0
574,1/24/2002 10:00:00 PM,0,0
575,1/24/2002 11:00:00 PM,0,0
576,1/25/2002,0,0
577,1/25/2002 1:00:00 AM,0,-1.092935
578,1/25/2002 2:00:00 AM,0,0
579,1/25/2002 3:00:00 AM,0,0
580,1/25/2002 4:00:00 AM,0,0
581,1/25/2002 5:00:00 AM,0,0
582,1/25/2002 6:00:00 AM,0,0
583,1/25/2002 7:00:00 AM,0,0
584,1/25/2002 8:00:00 AM,0,0
585,1/25/2002 9:00:00 AM,0,0
586,1/25/2002 10:00:00 AM,0,0
587,1/25/2002 11:00:00 AM,0,-0.971998
588,1/25/2002 12:00:00 PM,0,0
589,1/25/2002 1:00:00 PM,0,0
590,1/25/2002 2:00:00 PM,0,0
591,1/25/2002 3:00:00 PM,0,0
592,1/25/2002 4:00:00 PM,0,0
593,1/25/2002 5:00:00 PM,0,0
594,1/25/2002 6:00:00 PM,0,0
595,1/25/2002 7:00:00 PM,0,0
596,1/25/2002 8:00:00 PM,0,0
597,1/25/2002 9:00:00 PM,0,0
598,1/25/2002 10:00:00 PM,0,0
599,1/25/2002 11:00:00 PM,0,0
600,1/26/2002,0,0
601,1/26/2002 1:00:00 AM,0,-0.9335188
602,1/26/2002 2:00:00 AM,0,0
603,1/26/2002 3:00:00 AM,0,0
604,1/26/2002 4:00:00 AM,0,0
605,1/26/2002 5:00:00 AM,0,0
606,1/26/2002 6:00:00 AM,0,0
607,1/26/2002 7:00:00 AM,0,0
608,1/26/2002 8:00:00 AM,0,0
609,1/26/2002 9:00:00 AM,0,0
610,1/26/2002 10:00:00 AM,0,0
611,1/26/2002 11:00:00 AM,0,0
612,1/26/2002 12:00:00 PM,0,0
613,1/26/2002 1:00:00 PM,0,0
614,1/26/2002 2:00:00 PM,0,0
615,1/26/2002 3:00:00 PM,0,0
616,1/26/2002 4:00:00 PM,0,0
617,1/26/2002 5:00:00 PM,0,0
618,1/26/2002 6:00:00 PM,0,0
619,1/26/2002 7:00:00 PM,0,0
620,1/26/2002 8:00:00 PM,0,0
621,1/26/2002 9:00:00 PM,0,0
622,1/26/2002 10:00:00 PM,0,-1.668747
623,1/26/2002 11:00:00 PM,0,0
624,1/27/2002,0,0
625,1/27/2002 1:00:00 AM,0,0
626,1/27/2002 2:00:00 AM,0,0
627,1/27/2002 3:00:00 AM,0,0
628,1/27/2002 4:00:00 AM,0,0
629,1/27/2002 5:00:00 AM,0,0
630,1/27/2002 6:00:00 AM,0,0
631,1/27/2002 7:00:00 AM,0,0
